migration_id,paper_id,old_record_type,old_record_id_or_locator,new_record_type,new_record_id,migration_action,confidence,needs_review,notes
MIG-00168,D017,parameter_master_row,legacy-row-0168,parameter_record,PAR-D017-0021,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00169,D017,parameter_master_row,legacy-row-0169,parameter_record,PAR-D017-0022,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.8, model setup"
MIG-00170,D017,parameter_master_row,legacy-row-0170,parameter_record,PAR-D017-0023,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00171,D017,parameter_master_row,legacy-row-0171,parameter_record,PAR-D017-0024,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00172,D017,parameter_master_row,legacy-row-0172,parameter_record,PAR-D017-0025,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00173,D017,parameter_master_row,legacy-row-0173,parameter_record,PAR-D017-0026,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.8, model setup"
MIG-00174,D017,parameter_master_row,legacy-row-0174,parameter_record,PAR-D017-0027,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00175,D017,parameter_master_row,legacy-row-0175,parameter_record,PAR-D017-0028,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00176,D017,parameter_master_row,legacy-row-0176,parameter_record,PAR-D017-0029,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00177,D017,parameter_master_row,legacy-row-0177,parameter_record,PAR-D017-0030,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.8, model setup"
MIG-00178,D017,parameter_master_row,legacy-row-0178,parameter_record,PAR-D017-0031,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00179,D017,parameter_master_row,legacy-row-0179,parameter_record,PAR-D017-0032,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00180,D017,parameter_master_row,legacy-row-0180,parameter_record,PAR-D017-0033,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00181,D017,parameter_master_row,legacy-row-0181,parameter_record,PAR-D017-0034,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.8, model setup"
MIG-00182,D017,parameter_master_row,legacy-row-0182,parameter_record,PAR-D017-0035,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00183,D017,parameter_master_row,legacy-row-0183,parameter_record,PAR-D017-0036,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00184,D017,parameter_master_row,legacy-row-0184,parameter_record,PAR-D017-0037,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 4"
MIG-00185,A020,parameter_master_row,legacy-row-0185,parameter_record,PAR-A020-0001,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00186,A020,parameter_master_row,legacy-row-0186,parameter_record,PAR-A020-0002,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00187,A020,parameter_master_row,legacy-row-0187,parameter_record,PAR-A020-0003,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.2, Table 1"
MIG-00188,A020,parameter_master_row,legacy-row-0188,parameter_record,PAR-A020-0004,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 2"
MIG-00189,A020,parameter_master_row,legacy-row-0189,parameter_record,PAR-A020-0005,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 2"
MIG-00190,A020,parameter_master_row,legacy-row-0190,parameter_record,PAR-A020-0006,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 2"
MIG-00191,A020,parameter_master_row,legacy-row-0191,parameter_record,PAR-A020-0007,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Injection settings"
MIG-00192,A020,parameter_master_row,legacy-row-0192,parameter_record,PAR-A020-0008,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, study configuration"
MIG-00193,A020,parameter_master_row,legacy-row-0193,parameter_record,PAR-A020-0009,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00194,A020,parameter_master_row,legacy-row-0194,parameter_record,PAR-A020-0010,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00195,A020,parameter_master_row,legacy-row-0195,parameter_record,PAR-A020-0011,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00196,A020,parameter_master_row,legacy-row-0196,parameter_record,PAR-A020-0012,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00197,A020,parameter_master_row,legacy-row-0197,parameter_record,PAR-A020-0013,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00198,A020,parameter_master_row,legacy-row-0198,parameter_record,PAR-A020-0014,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00199,A020,parameter_master_row,legacy-row-0199,parameter_record,PAR-A020-0015,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00200,A020,parameter_master_row,legacy-row-0200,parameter_record,PAR-A020-0016,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00201,A020,parameter_master_row,legacy-row-0201,parameter_record,PAR-A020-0017,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00202,A020,parameter_master_row,legacy-row-0202,parameter_record,PAR-A020-0018,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00203,A020,parameter_master_row,legacy-row-0203,parameter_record,PAR-A020-0019,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00204,A020,parameter_master_row,legacy-row-0204,parameter_record,PAR-A020-0020,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00205,A020,parameter_master_row,legacy-row-0205,parameter_record,PAR-A020-0021,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00206,A020,parameter_master_row,legacy-row-0206,parameter_record,PAR-A020-0022,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00207,A020,parameter_master_row,legacy-row-0207,parameter_record,PAR-A020-0023,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00208,A020,parameter_master_row,legacy-row-0208,parameter_record,PAR-A020-0024,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00209,A020,parameter_master_row,legacy-row-0209,parameter_record,PAR-A020-0025,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00210,A020,parameter_master_row,legacy-row-0210,parameter_record,PAR-A020-0026,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00211,A020,parameter_master_row,legacy-row-0211,parameter_record,PAR-A020-0027,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00212,A020,parameter_master_row,legacy-row-0212,parameter_record,PAR-A020-0028,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00213,A020,parameter_master_row,legacy-row-0213,parameter_record,PAR-A020-0029,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00214,A020,parameter_master_row,legacy-row-0214,parameter_record,PAR-A020-0030,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00215,A020,parameter_master_row,legacy-row-0215,parameter_record,PAR-A020-0031,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00216,A020,parameter_master_row,legacy-row-0216,parameter_record,PAR-A020-0032,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00217,A020,parameter_master_row,legacy-row-0217,parameter_record,PAR-A020-0033,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00218,A020,parameter_master_row,legacy-row-0218,parameter_record,PAR-A020-0034,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 3"
MIG-00219,A020,parameter_master_row,legacy-row-0219,parameter_record,PAR-A020-0035,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.7, definitions"
MIG-00220,A022,parameter_master_row,legacy-row-0220,parameter_record,PAR-A022-0001,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00221,A022,parameter_master_row,legacy-row-0221,parameter_record,PAR-A022-0002,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00222,A022,parameter_master_row,legacy-row-0222,parameter_record,PAR-A022-0003,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 2"
MIG-00223,A022,parameter_master_row,legacy-row-0223,parameter_record,PAR-A022-0004,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, Table 2"
MIG-00224,A022,parameter_master_row,legacy-row-0224,parameter_record,PAR-A022-0005,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, injection conditions"
MIG-00225,A022,parameter_master_row,legacy-row-0225,parameter_record,PAR-A022-0006,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Sec. 3.4"
MIG-00226,A022,parameter_master_row,legacy-row-0226,parameter_record,PAR-A022-0007,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, study configuration"
MIG-00227,A022,parameter_master_row,legacy-row-0227,parameter_record,PAR-A022-0008,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Fig. 2 and Table 2"
MIG-00228,A022,parameter_master_row,legacy-row-0228,parameter_record,PAR-A022-0009,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 1"
MIG-00229,A022,parameter_master_row,legacy-row-0229,parameter_record,PAR-A022-0010,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, injection conditions"
MIG-00230,A022,parameter_master_row,legacy-row-0230,parameter_record,PAR-A022-0011,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Fig. 2 and Table 2"
MIG-00231,A022,parameter_master_row,legacy-row-0231,parameter_record,PAR-A022-0012,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 1"
MIG-00232,A022,parameter_master_row,legacy-row-0232,parameter_record,PAR-A022-0013,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, injection conditions"
MIG-00233,A022,parameter_master_row,legacy-row-0233,parameter_record,PAR-A022-0014,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Fig. 2 and Table 2"
MIG-00234,A022,parameter_master_row,legacy-row-0234,parameter_record,PAR-A022-0015,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 1"
MIG-00235,A022,parameter_master_row,legacy-row-0235,parameter_record,PAR-A022-0016,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, injection conditions"
MIG-00236,A022,parameter_master_row,legacy-row-0236,parameter_record,PAR-A022-0017,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Fig. 2 and Table 2"
MIG-00237,A022,parameter_master_row,legacy-row-0237,parameter_record,PAR-A022-0018,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 1"
MIG-00238,A022,parameter_master_row,legacy-row-0238,parameter_record,PAR-A022-0019,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Fig. 2 and Table 2"
MIG-00239,A022,parameter_master_row,legacy-row-0239,parameter_record,PAR-A022-0020,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Table 1"
MIG-00240,A016,parameter_master_row,legacy-row-0240,parameter_record,PAR-A016-0001,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00241,A016,parameter_master_row,legacy-row-0241,parameter_record,PAR-A016-0002,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00242,A016,parameter_master_row,legacy-row-0242,parameter_record,PAR-A016-0003,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, CFD model"
MIG-00243,A016,parameter_master_row,legacy-row-0243,parameter_record,PAR-A016-0004,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, model"
MIG-00244,A016,parameter_master_row,legacy-row-0244,parameter_record,PAR-A016-0005,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.4, model"
MIG-00245,A016,parameter_master_row,legacy-row-0245,parameter_record,PAR-A016-0006,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, study configuration"
MIG-00246,A016,parameter_master_row,legacy-row-0246,parameter_record,PAR-A016-0007,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 5"
MIG-00247,A016,parameter_master_row,legacy-row-0247,parameter_record,PAR-A016-0008,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Figs. 15–17"
MIG-00248,A016,parameter_master_row,legacy-row-0248,parameter_record,PAR-A016-0009,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 5"
MIG-00249,A016,parameter_master_row,legacy-row-0249,parameter_record,PAR-A016-0010,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Figs. 15–17"
MIG-00250,A016,parameter_master_row,legacy-row-0250,parameter_record,PAR-A016-0011,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 5"
MIG-00251,A016,parameter_master_row,legacy-row-0251,parameter_record,PAR-A016-0012,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Figs. 15–17"
MIG-00252,A016,parameter_master_row,legacy-row-0252,parameter_record,PAR-A016-0013,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 5"
MIG-00253,A016,parameter_master_row,legacy-row-0253,parameter_record,PAR-A016-0014,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Figs. 15–17"
MIG-00254,A016,parameter_master_row,legacy-row-0254,parameter_record,PAR-A016-0015,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Table 5"
MIG-00255,A016,parameter_master_row,legacy-row-0255,parameter_record,PAR-A016-0016,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.9, Figs. 15–17"
MIG-00256,A016,parameter_master_row,legacy-row-0256,parameter_record,PAR-A016-0017,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Conclusions"
MIG-00257,A016,parameter_master_row,legacy-row-0257,parameter_record,PAR-A016-0018,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Conclusions"
MIG-00258,D009,parameter_master_row,legacy-row-0258,parameter_record,PAR-D009-0001,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00259,D009,parameter_master_row,legacy-row-0259,parameter_record,PAR-D009-0002,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.1, Abstract"
MIG-00260,D009,parameter_master_row,legacy-row-0260,parameter_record,PAR-D009-0003,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Eq. 6"
MIG-00261,D009,parameter_master_row,legacy-row-0261,parameter_record,PAR-D009-0004,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.3, Eq. 10"
MIG-00262,D009,parameter_master_row,legacy-row-0262,parameter_record,PAR-D009-0005,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.2, assumptions"
MIG-00263,D009,parameter_master_row,legacy-row-0263,parameter_record,PAR-D009-0006,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00264,D009,parameter_master_row,legacy-row-0264,parameter_record,PAR-D009-0007,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00265,D009,parameter_master_row,legacy-row-0265,parameter_record,PAR-D009-0008,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Table 3"
MIG-00266,D009,parameter_master_row,legacy-row-0266,parameter_record,PAR-D009-0009,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00267,D009,parameter_master_row,legacy-row-0267,parameter_record,PAR-D009-0010,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00268,D009,parameter_master_row,legacy-row-0268,parameter_record,PAR-D009-0011,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00269,D009,parameter_master_row,legacy-row-0269,parameter_record,PAR-D009-0012,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Table 3"
MIG-00270,D009,parameter_master_row,legacy-row-0270,parameter_record,PAR-D009-0013,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00271,D009,parameter_master_row,legacy-row-0271,parameter_record,PAR-D009-0014,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00272,D009,parameter_master_row,legacy-row-0272,parameter_record,PAR-D009-0015,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00273,D009,parameter_master_row,legacy-row-0273,parameter_record,PAR-D009-0016,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Table 3"
MIG-00274,D009,parameter_master_row,legacy-row-0274,parameter_record,PAR-D009-0017,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00275,D009,parameter_master_row,legacy-row-0275,parameter_record,PAR-D009-0018,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00276,D009,parameter_master_row,legacy-row-0276,parameter_record,PAR-D009-0019,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00277,D009,parameter_master_row,legacy-row-0277,parameter_record,PAR-D009-0020,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Table 3"
MIG-00278,D009,parameter_master_row,legacy-row-0278,parameter_record,PAR-D009-0021,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00279,D009,parameter_master_row,legacy-row-0279,parameter_record,PAR-D009-0022,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00280,D009,parameter_master_row,legacy-row-0280,parameter_record,PAR-D009-0023,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00281,D009,parameter_master_row,legacy-row-0281,parameter_record,PAR-D009-0024,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00282,D009,parameter_master_row,legacy-row-0282,parameter_record,PAR-D009-0025,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00283,D009,parameter_master_row,legacy-row-0283,parameter_record,PAR-D009-0026,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00284,D009,parameter_master_row,legacy-row-0284,parameter_record,PAR-D009-0027,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00285,D009,parameter_master_row,legacy-row-0285,parameter_record,PAR-D009-0028,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.10, Table 2"
MIG-00286,D009,parameter_master_row,legacy-row-0286,parameter_record,PAR-D009-0029,preserved_and_contextualized,high,no,"Legacy source locator preserved: PDF p.12, Tables 3–4"
MIG-00287,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0051,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00288,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0052,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00289,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0053,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00290,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0054,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00291,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0055,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00292,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0056,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00293,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0057,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00294,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0058,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00295,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0059,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00296,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0060,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00297,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0061,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00298,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0062,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00299,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0063,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00300,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0064,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00301,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0065,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00302,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0066,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00303,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0067,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00304,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0068,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00305,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0069,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00306,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0070,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00307,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0071,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00308,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0072,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00309,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0073,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00310,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0074,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00311,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0075,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00312,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0076,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00313,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0077,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00314,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0078,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00315,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0079,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00316,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0080,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00317,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0081,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00318,C014,schema_gap_or_composite_record,"PDF p.5, Table 1",parameter_record,PAR-C014-0082,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00319,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0023,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00320,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0024,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00321,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0025,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00322,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0026,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00323,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0027,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00324,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0028,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00325,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0029,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00326,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0030,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00327,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0031,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
