paper_id,source_record_id,library_primary,library_secondary,record_status,title,authors,first_author,year,journal,volume,issue,pages_or_article_number,doi,doi_status,publication_type,language,bibtex_key,relevance_grade,relevance_score,relevance_reason,must_read,reading_tier,reading_priority,final_decision,exclusion_reason,chapter_primary,chapter_secondary,chapter_role,topic_tags,parameter_groups,pdf_status,pdf_filename,pdf_relpath,pdf_match_status,text_status,note_status,extraction_status,evidence_status,citation_status,source_database,source_url,search_batch_id,verification_flags,date_added,date_updated,notes
B013,B-H2-08,B,,retained,Numerical investigation of a high pressure hydrogen jet of 82&nbsp;MPa with adaptive mesh refinement: The starting transient evolution and Mach disk stabilization,Xinmeng Tang,Tang,2017,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2017.01.016,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,B-H2-08_2017_Tang_82MPa_HydrogenJet_AMR_MachDisk.pdf,02_PDF_Raw/B/B-H2-08_2017_Tang_82MPa_HydrogenJet_AMR_MachDisk.pdf,matched,processed,complete,partial,partial,unverified,,,,,2026-08-30,2026-08-30,
B014,B-H2-09,B,,retained,Experimental investigation on the microscopic characteristics of underexpanded transient hydrogen jets,Jianhui Zhao,Zhao,2020,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2020.04.140,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-H2-09_2020_Zhao_Microscopic_Transient_Underexpanded_HydrogenJets.pdf,02_PDF_Raw/B/B-H2-09_2020_Zhao_Microscopic_Transient_Underexpanded_HydrogenJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B015,B-H2-10,B,,retained,Visualization research on hydrogen jet characteristics of an outward-opening injector for direct injection hydrogen engines,Xi Wang,Wang,2020,,,,,10.1016/j.fuel.2020.118710,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-H2-10_2020_Wang_Visualization_OutwardOpening_HydrogenJet.pdf,02_PDF_Raw/B/B-H2-10_2020_Wang_Visualization_OutwardOpening_HydrogenJet.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B016,B-NG-01,B,,retained,The characteristic analysis of high-pressure gas jets for natural gas engine based on shock wave structure,"Quan Dong, Yue Li, Enzhe Song ⇑, Chong Yao, Liyun Fan, Jun Sun",Dong,2017,,,,,10.1016/j.enconman.2017.06.015,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-NG-01_2017_Dong_HighPressure_GasJets_ShockWaveStructure.pdf,02_PDF_Raw/B/B-NG-01_2017_Dong_HighPressure_GasJets_ShockWaveStructure.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
B017,B-NG-02,B,,retained,Gas jet flow characteristic of high-pressure methane pulsed injection of single-hole cylindrical nozzle,Yan Lei,Lei,2019,,,,,10.1016/j.fuel.2019.116081,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-NG-02_2019_Lei_HighPressure_Methane_PulsedInjection.pdf,02_PDF_Raw/B/B-NG-02_2019_Lei_HighPressure_Methane_PulsedInjection.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
B018,B-NG-03,B,,retained,Under-Expanded Gaseous Jets Characterization for Application in Direct Injection Engines: Experimental and Numerical Approach,Luigi Allocca; Alessandro Montanaro; Giovanni Meccariello,Allocca,2020,SAE Technical Paper,,,,10.4271/2020-01-0325,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-NG-03_2020_Allocca_Underexpanded_GaseousJets_DI_Engines.pdf,02_PDF_Raw/B/B-NG-03_2020_Allocca_Underexpanded_GaseousJets_DI_Engines.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
B019,B-NG-04,B,,retained,Large-eddy simulation of methane direct injection using the full injector geometry,M.R. Yosri,Yosri,2021,,,,,10.1016/j.fuel.2020.120019,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-NG-04_2021_Yosri_LES_MethaneDI_FullInjectorGeometry.pdf,02_PDF_Raw/B/B-NG-04_2021_Yosri_LES_MethaneDI_FullInjectorGeometry.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
B020,B-NG-05,B,,retained,Experimental investigation on high-pressure methane jet characteristic single-hole injector,Yan Lei,Lei,2023,,,,,10.1016/j.heliyon.2023.e13645,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-NG-05_2023_Lei_HighPressure_MethaneJet_SingleHoleInjector.pdf,02_PDF_Raw/B/B-NG-05_2023_Lei_HighPressure_MethaneJet_SingleHoleInjector.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B021,B-E-01,B,,retained,Numerical characterization of hydrogen under-expanded jets with a focus on Internal Combustion Engines applications,Giuseppe Anaclerio; Tommaso Capurso; Marco Torresi; Sergio Mario Camporeale,Anaclerio,2023,International Journal of Engine Research,,,,10.1177/14680874221148789,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
B022,B-E-02,B,,retained,Gas-dynamic and mixing analysis of under-expanded hydrogen jets: eﬀect of the cross section shape,"Giuseppe Anaclerio1,†, Tommaso Capurso2 and Marco Torresi1",Anaclerio,2023,,,,,10.1017/jfm.2023.603,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-E-02_2023_Anaclerio_GasDynamics_Mixing_CrossSection_HydrogenJets.pdf,02_PDF_Raw/B/B-E-02_2023_Anaclerio_GasDynamics_Mixing_CrossSection_HydrogenJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B023,B-E-03,B,,retained,Pressure-based large-eddy simulation of under-expanded hydrogen jets for engine applications,A. Ballatore,Ballatore,2024,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2023.09.062,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-E-03_2024_Ballatore_PressureBased_LES_HydrogenJets.pdf,02_PDF_Raw/B/B-E-03_2024_Ballatore_PressureBased_LES_HydrogenJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
B024,B-E-04,B,,retained,Experimental characterization of a hydrogen hollow cone jet at under-expanded conditions via schlieren technique,C. Coratella,Coratella,2024,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2024.05.411,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-E-04_2024_Coratella_HollowCone_HydrogenJet_Schlieren.pdf,02_PDF_Raw/B/B-E-04_2024_Coratella_HollowCone_HydrogenJet_Schlieren.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
B025,B-E-05,B,,retained,CFD analysis of hydrogen and methane turbulent transitional under-expanded jets,Francesco Duronio,Duronio,2024,International Journal of Heat and Fluid Flow,,,,10.1016/j.ijheatfluidflow.2024.109381,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-E-05_2024_Duronio_CFD_Hydrogen_Methane_UnderexpandedJets.pdf,02_PDF_Raw/B/B-E-05_2024_Duronio_CFD_Hydrogen_Methane_UnderexpandedJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B026,B-E-06,B,,retained,Unsteady RANS simulations of under-expanded hydrogen jets for internal combustion engines,Giovanni Caramia,Caramia,2024,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2024.11.242,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-E-06_2024_Caramia_URANS_Underexpanded_HydrogenJets_ICE.pdf,02_PDF_Raw/B/B-E-06_2024_Caramia_URANS_Underexpanded_HydrogenJets_ICE.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B027,B-E-07,B,,retained,Turbulent mixing dynamics of under-expanded hydrogen jets in propulsion systems,"Francesco Duronioa),b)",Duronio,2025,,,,,10.1063/5.0277887,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,02_PDF_Raw/B/B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
B028,B-E-08,B,,retained,Investigation of hydrogen jet formation for direct injection engines: a dual-scale framework from shock reflection to spray evolution,Fangxi Xie,Xie,2025,,,,,10.1016/j.applthermaleng.2025.128523,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
B029,B-E-09,B,,retained,ao5c12077 1..13,"Hailang Sang, Yu Ye, Yan Lei,* Zhenru Zhu, Chuanfu Kou, Xing Liu, and Tao Qiu",Sang,2026,,,,,10.1021/acsomega.5c12077,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,B-E-09_2026_Sang_InjectorPressureBuildUp_Underexpanded_HydrogenJet.pdf,02_PDF_Raw/B/B-E-09_2026_Sang_InjectorPressureBuildUp_Underexpanded_HydrogenJet.pdf,matched,processed,complete,partial,partial,unverified,,,,,2026-08-30,2026-08-30,
B030,B-E-10,B,,retained,Experimental study on the development characteristics of the extremely under-expanded hydrogen jet structure for high pressure direct injection hydrogen engines,Ziteng Zhang,Zhang,2026,,,,,10.1016/j.energy.2026.141499,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,02_PDF_Raw/B/B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C001,C-F-01,C,,retained,Aerobreakup in disturbed subsonic and supersonic flow fields,"T. G. THEOFANOUS, G. J. LI, T. N. DINH and C.-H. CHANG",Theofanous,2007,Journal of Fluid Mechanics,,,,10.1017/S0022112007008853,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,02_PDF_Raw/C/C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C002,C-F-02,C,,retained,On the physics of aerobreakup,T . G. Theofanous and G. J. Li a/H20850,Theofanous,2008,,,,,10.1063/1.2907989/H20852,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-F-02_2008_Theofanous_Physics_Aerobreakup.pdf,02_PDF_Raw/C/C-F-02_2008_Theofanous_Physics_Aerobreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C003,C-F-03,C,,retained,REVIEW ARTICLE Secondary atomization,D. R. Guildenbecher Æ C. Lo´pez-Rivera Æ,Guildenbecher,2009,,,,,10.1007/s00348-008-0593-2,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,02_PDF_Raw/C/C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C004,C-F-04,C,,retained,Aerobreakup of Newtonian and Viscoelastic Liquids,,,,,,,,10.1146/annurev-fluid-122109-160638,unverified,,,,,,,,tier1,,keep,,,,,,,missing,,,not_checked,not_started,not_started,not_started,not_started,unverified,,,,pdf_missing,2026-08-30,2026-08-30,User-supplied DOI/title retained as unverified metadata.
C005,C-F-05,C,,retained,Secondary breakup of a drop at moderate Weber numbers,Mohit Jain; R. Surya Prakash; Gaurav Tomar; R. V. Ravikrishna,Jain,2015,Proceedings of the Royal Society A,,,,10.1098/rspa.2014.0930,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,02_PDF_Raw/C/C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
C006,C-F-06,C,,retained,On aerodynamic droplet breakup,"Isaac M. Jackiw1 and Nasser Ashgriz1,†",Jackiw,2021,,,,,10.1017/jfm.2021.7,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,02_PDF_Raw/C/C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C007,C-F-07,C,,retained,Annual Review of Fluid Mechanics Secondary Atomization of Droplets at Extreme Conditions,Saini Jatin Rao and Saptarshi Basu,Rao,2026,,,,,10.1146/annurev-fluid-112823-,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C008,C-SD-01,C,,retained,Numerical simulations of the early stages of high-speed droplet breakup,J. C. Meng,Meng,2015,,,,,10.1007/s00193-014-0546-z,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,02_PDF_Raw/C/C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C009,C-SD-02,C,,retained,Simulation of drop deformation and breakup in supersonic flow,F. Xiao,Xiao,2017,,,,,10.1016/j.proci.2016.09.016,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,02_PDF_Raw/C/C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C010,C-SD-03,C,,retained,Numerical simulation of the aerobreakup of a water droplet,"Jomela C. Meng1,† and Tim Colonius1",Meng,2018,,,,,10.1017/jfm.2017.804,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,02_PDF_Raw/C/C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C011,C-SD-04,C,,retained,Numerical Study on Liquid Droplet Internal Flow Under Shock Impact,Ben Guan; Yao Liu; Chih-Yung Wen; Hua Shen,Guan,2018,AIAA Journal,,,,10.2514/1.J057134,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,02_PDF_Raw/C/C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
C012,C-SD-05,C,,retained,High-magnification shadowgraphy for the study of drop breakup in a high-speed gas flow,"L. Biasiori-Poulanges, H. El-Rabii",BiasioriPoulanges,2019,,,,,10.1364/OL.44.005884,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-SD-05_2019_BiasioriPoulanges_HighMagnification_Shadowgraphy_DropBreakup.pdf,02_PDF_Raw/C/C-SD-05_2019_BiasioriPoulanges_HighMagnification_Shadowgraphy_DropBreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C013,C-SD-06,C,,retained,904 A20-1 On the formation and recurrent shedding of ligaments in droplet aerobreakup,"Benedikt Dorschner1,†, Luc Biasiori-Poulanges2, Kevin Schmidmayer1,",Dorschner,2020,,,,,10.1017/jfm.2020.699,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,02_PDF_Raw/C/C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C014,C-SD-07,C,,retained,Effect of Mach number on droplet aerobreakup in shear stripping regime,Zhaoguang Wang,Wang,2020,,,,,10.1007/s00348-020-03026-1,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-SD-07_2020_Wang_MachNumber_DropletAerobreakup_ShearStripping.pdf,02_PDF_Raw/C/C-SD-07_2020_Wang_MachNumber_DropletAerobreakup_ShearStripping.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C015,C-SD-08,C,,retained,On the interaction of water droplet with a shock wave: Experiment and numerical simulation,Sergey V. Poplavski,Poplavski,2020,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2020.103273,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,02_PDF_Raw/C/C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C016,C-SD-09,C,,retained,Shock induced aerobreakup of a droplet,"Shubham Sharma1, Awanish Pratap Singh1,S .S r i n i v a sR a o1, Aloke Kumar1",Sharma,2021,,,,,10.1017/jfm.2021.860,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-SD-09_2021_Sharma_ShockInduced_DropletAerobreakup.pdf,02_PDF_Raw/C/C-SD-09_2021_Sharma_ShockInduced_DropletAerobreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C017,C-SD-10,C,,retained,Shock-induced cavitation and wavefront analysis inside a water droplet,Luc Biasiori-Poulanges,BiasioriPoulanges,2021,,,,,10.1063/5.0063827,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,02_PDF_Raw/C/C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C018,C-SD-11,C,,retained,Exploration of shock–droplet interaction based on high-ﬁdelity simulation and improved theoretical model,"Tianheng Xiong1, Changxiao Shao1,† and Kun Luo2",Xiong,2024,,,,,10.1017/jfm.2024.472,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C019,C-SD-12,C,,retained,Email address for correspondence: meredith.xs@163.com; wbing@tsinghua.edu.cn. Investigation on the dynamic characteristics of a droplet subjected to a divergent shock wave,"Haotian Chen (陈浩天)1, Xin Jin (靳鑫)1, Wei Wang (王威)2, Sheng Xu (徐胜)1* and Bing Wang (王兵)1*",Chen,2025,,,,,,missing,,,,,,,,tier1,,keep,,,,,,,downloaded,C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C020,C-SD-13,C,,retained,Droplet breakup by multimodal nonlinear Rayleigh Taylor instability,Calvin J. Young,Young,2026,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2025.105490,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,02_PDF_Raw/C/C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C021,C-ST-01,C,,retained,Droplet aerobreakup under the shear-induced entrainment regime using a multiscale two-fluid approach,Georgia Nykteri,Nykteri,2021,,,,,10.1103/PhysRevFluids.6.084304,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,02_PDF_Raw/C/C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C022,C-ST-02,C,,retained,Secondary droplet size distribution upon breakup of a sub-milimeter droplet in high speed cross flow,Jianling Li,Li,2022,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2021.103943,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,02_PDF_Raw/C/C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C023,C-ST-03,C,,retained,Numerical investigations on the deformation and breakup of an n-decane droplet induced by a shock wave,Wanli Zhu (朱万里),Zhu,2022,,,,,10.1063/5.0093291,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,02_PDF_Raw/C/C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C024,C-ST-04,C,,retained,Experiments on the breakup and evaporation of small droplets at high Weber number,Vasco Duke-Walker,DukeWalker,2023,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2023.104389,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C025,C-ST-05,C,,retained,Timescales and Statistics of Shock-induced Droplet Breakup,"Michael Ullman, 1 Ral Bielawski, 2 and Venkat Raman 1",Ullman,2025,,,,,,missing,,,,,,,,tier1,,keep,,,,,,,downloaded,C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C026,C-ST-06,C,,retained,Deformation and acceleration of small droplets at high-speed conditions,,,2025,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2025.105372,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,02_PDF_Raw/C/C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,matched,processed,complete,complete,partial,unverified,,,,author_not_verified,2026-08-30,2026-08-31,
C027,C-PC-01,C,,retained,RESEARCH ARTICLE | JULY 20 2012 Breakup and vaporization of droplets under locally supersonic conditions,YoungJun Kim; James C. Hermanson,Kim,2012,,,,,10.1063/1.4733459,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,02_PDF_Raw/C/C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C028,C-PC-02,C,,retained,Journal of Computational Physics A sharp-interface method for the simulation of shock-induced vaporization of droplets,"Pratik Das, H.S. Udaykumar∗",Das,2020,,,,,10.1016/j.jcp.2019.109005,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,02_PDF_Raw/C/C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C029,C-PC-03,C,,retained,Numerical study of the transcritical shock-droplet interaction,Bradley Boyd; Dorrin Jarrahbashi,Boyd,2021,Physical Review Fluids,,,,10.1103/PhysRevFluids.6.113601,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
C030,C-PC-04,C,,retained,Impact of vaporization on drop aerobreakup,"B. Boyd1,†,S .B e c k e r1 and Y . Ling2,†",Boyd,2024,,,,,10.1017/jfm.2024.1035,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,02_PDF_Raw/C/C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C031,C-PC-05,C,,retained,Three-dimensional numerical simulations of phase change effects on shock-droplet interactions,Jiaxi Song (宋家喜),Song,2025,,,,,10.1063/5.0255860,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-PC-05_2025_Song_3D_PhaseChange_ShockDroplet_Interaction.pdf,02_PDF_Raw/C/C-PC-05_2025_Song_3D_PhaseChange_ShockDroplet_Interaction.pdf,matched,processed,complete,partial,partial,unverified,,,,,2026-08-30,2026-08-30,
