candidate_claim_id,paper_id,source_record_id,reading_tier,library,claim_text,support_type,evidence_contribution_type,review_mainline_role,source_locator_id,relevant_parameter_ids,relevant_event_ids,relevant_process_relation_ids,existing_core_link,retained_for_global_consolidation,candidate_status,notes
T1-C029-C01,C029,C-PC-03,tier1,C,"At supercritical pressure, crossing from liquidlike to gaslike n-dodecane changes the speed-of-sound ratio and drives a transition from diverging to converging refracted-shock behavior at n=1.",simulation_resolved,primary_numerical,Transcritical state-to-wave-structure mechanism.,LOC-C029-0006,PAR-C029-0005;PAR-C029-0006;PAR-C029-0007;PAR-C029-0010,HIST-C029-001,PROC-C029-001,,yes,active_candidate,"Evidence summary: Temperature sweep at 6 MPa links thermodynamic state, SoS ratio and observed shock topology. | Limitations: Idealized inviscid 2D axisymmetric early-time model; no surface tension, diffusion, thermal conduction, or chemistry."
T1-C029-C02,C029,C-PC-03,tier1,C,"Strongly convergent TSDI produces an internal focal pressure peak and outward axial jet, while the weak/strong convergence transition occurs near n=1.48 in the simulated system.",simulation_resolved,primary_numerical,Shock focusing and internal-pressure mechanism.,LOC-C029-0008,PAR-C029-0010;PAR-C029-0015;PAR-C029-0008,,PROC-C029-002,,yes,active_candidate,Evidence summary: Pressure and shock images distinguish inward/weak and outward/strong axial-jet cases. | Limitations: Threshold estimate uses simplified path/curvature assumptions and is not universal without validation.
T1-C029-C03,C029,C-PC-03,tier1,C,Increasing shock strength raises baroclinic circulation and downstream pressure-gradient-driven inward deformation while reducing overall radial flattening in the tested TSDI cases.,simulation_resolved,primary_numerical,Shock-strength control of morphology and circulation.,LOC-C029-0009,PAR-C029-0009;PAR-C029-0016;PAR-C029-0014,HIST-C029-002,PROC-C029-003,,yes,active_candidate,Evidence summary: Mach 1.2-2.0 sweep at fixed thermodynamic state separates shock-strength effects from SoS-ratio effects. | Limitations: Later three-dimensional breakup is outside the modeled scope.
T1-C035-C01,C035,C-MD-03,tier1,C,"Lead-droplet wake shielding delays and weakens the trailing droplet response, especially at smaller spacing and lower Weber number.",direct_observation,primary_experimental,Multi-droplet shielding and dense-spray breakup.,LOC-C035-0006,PAR-C035-0003;PAR-C035-0024;PAR-C035-0004;PAR-C035-0007,,PROC-C035-001,,yes,active_candidate,"Evidence summary: The trailing droplet has later initial deformation, smaller cross-stream maximum and lower mean drag while the lead droplet remains nearly isolated-like. | Limitations: Low-We rupture extends beyond the steady post-shock window; exact seven-spacing matrix is figure based."
T1-C035-C02,C035,C-MD-03,tier1,C,"The critical normalized spacing for tandem influence is Weber-dependent, decreasing from 10.8 at We=13 to 5.4 at We=180.",experimental_correlation,experimental_correlation,Interaction-scale criterion.,LOC-C035-0004,PAR-C035-0024,,PROC-C035-002,,yes,active_candidate,"Evidence summary: The S-We interaction map separates independent, transition and suppressed breakup regions. | Limitations: Only endpoint threshold values are explicitly retained; boundary curve is not digitized."
T1-D018-C01,D018,D-DW-03,tier1,D,Detonation-driven RP-3 and water breakup proceeds from a KHI-dominated stripping stage to coupled KHI-RTI piercing and catastrophic breakup.,direct_observation,primary_experimental,Detonation-induced breakup mechanism.,LOC-D018-0005,PAR-D018-0048;PAR-D018-0057,,PROC-D018-001,,yes,active_candidate,Evidence summary: High-speed sequences resolve early shear stripping and later RT piercing for both liquids. | Limitations: Shadowgraph is a two-dimensional projection and the smallest early structures are below resolution.
T1-D018-C02,D018,D-DW-03,tier1,D,Shock-derived deformation and drag correlations are not directly transferable to detonation loading because the post-detonation adverse pressure gradient reduces convection and aerodynamic forcing.,author_interpretation,experiment_plus_model_comparison,Loading-history dependence and model transferability.,LOC-D018-0006,PAR-D018-0073;PAR-D018-0074,,PROC-D018-002,,yes,active_candidate,"Evidence summary: Detonation data collapse to dc/d0=1+0.72821t* and Cd=0.23, far below the cited shock-induced slopes/drag. | Limitations: Cross-study shock comparison is secondary; primary detonation correlations are measured in this facility."
T1-D018-C03,D018,D-DW-03,tier1,D,"Collapsed detonation breakup time differs by liquid: t*b=10.06 for water and 7.90 for RP-3, with surface tension implicated in the difference.",experimental_correlation,primary_experimental_correlation,Detonation breakup-time scaling.,LOC-D018-0008,PAR-D018-0075;PAR-D018-0076;PAR-D018-0002;PAR-D018-0003,,PROC-D018-003,,yes,active_candidate,Evidence summary: Both case families fall within the fitted prediction bands and adapted mass-stripping equations use the two constants. | Limitations: The time normalization itself excludes surface tension; the mechanism is an author interpretation supported by the liquid comparison.
T1-D019-C01,D019,D-DW-04,tier1,D,"At equal leading-shock Mach, detonation and inert-shock cases have similar early wave topology but detonation heat release increases reflected-shock propagation through different postwave velocity and sound-speed states.",model_based,primary_numerical,Detonation-versus-shock loading comparison.,LOC-D019-0006,PAR-D019-0005;PAR-D019-0003;PAR-D019-0004,,PROC-D019-001,,yes,active_candidate,Evidence summary: Matched Mach 4.8 comparison and moving-shock analysis isolate reaction-heat-release effects. | Limitations: 2D idealized water droplet and reduced reaction model; project transfer beyond this configuration remains inference.
T1-D019-C02,D019,D-DW-04,tier1,D,Detonation-induced cavitation collapses sooner and asymmetrically because the low-pressure region behind the detonation wave persists for less time than behind the inert shock.,simulation_resolved,primary_numerical,Phase-transition timescale mechanism.,LOC-D019-0007,PAR-D019-0015;PAR-D019-0016,HIST-D019-001,PROC-D019-002,,yes,active_candidate,Evidence summary: Coupled phase-transition simulations compare full vapor-zone growth and collapse cycles. | Limitations: Cavitation model is homogeneous; thermal conduction is omitted for main-droplet timescale separation.
T1-D019-C03,D019,D-DW-04,tier1,D,Lower detonation postwave velocity suppresses the shock-case RT-driven forward jet and instead promotes leeward flattening through the recirculation-zone vortex.,simulation_resolved,primary_numerical,Application-transfer boundary for breakup mechanisms.,LOC-D019-0008,PAR-D019-0006;PAR-D019-0007;PAR-D019-0008;PAR-D019-0009;PAR-D019-0002,,PROC-D019-003,,yes,active_candidate,Evidence summary: Matched comparison reveals qualitatively different windward/leeward deformation modes. | Limitations: Surface tension and viscosity are neglected; 2D geometry likely overstates deformation rate and cannot resolve final child-droplet statistics.
T2-A002-C01,A002,A-NG-02,tier2,A,"Increasing natural-gas rail pressure shortened the mixing-controlled combustion event in the tested HPDI engine, with the strongest benefits at high-load/high-speed conditions.",simulation_resolved,reported result,HPDI injection-pressure control and mixing-rate mechanism.,LOC-A002-0003,PAR-A002-0003;PAR-A002-0004,,PROC-A002-001,T2LINK-0040:A007:T1-A007-C02,yes,active_candidate,Evidence summary: The 300-to-600 bar program and CFD comparison associate higher pressure with increased injection rate and improved late-cycle mixing. | Limitations: Single engine architecture; transient-cycle performance was not evaluated.
T2-A002-C02,A002,A-NG-02,tier2,A,"The efficiency and PM advantages of higher gas pressure came with higher combustion harshness and NOx, and nozzle-flow control was proposed as mitigation.",direct_observation,reported result,Engineering tradeoffs for high-pressure HPDI.,LOC-A002-0003,PAR-A002-0003,,PROC-A002-002,,yes,active_candidate,Evidence summary: Conclusion reports load-dependent efficiency/PM benefits plus combustion-noise and NOx penalties. | Limitations: Tradeoffs depend on operating point and nozzle design.
T2-A005-C01,A005,A-NG-05,tier2,A,Pairing nearby HPDI gas holes increased early air entrainment at equal penetration but did not reduce engine-out PM.,simulation_resolved,reported result,Counterexample to monotonic entrainment-to-soot reasoning.,LOC-A005-0002,PAR-A005-0003,,PROC-A005-001,,yes,active_candidate,Evidence summary: Reacting CFD resolved greater entrainment while engine measurements showed substantially higher PM. | Limitations: Specific paired geometries and engine operating range.
T2-A005-C02,A005,A-NG-05,tier2,A,"The authors attributed the PM increase to longer residence of natural gas in rich, moderate-temperature soot-forming conditions created by the merging jets.",author_interpretation,author interpretation,Jet-interaction topology and soot residence-time mechanism.,LOC-A005-0002,PAR-A005-0004;PAR-A005-0003,,PROC-A005-002,T2LINK-0041:B021:T1-B021-C03,yes,active_candidate,Evidence summary: CFD mixture-fraction histories showed more fuel in the paper-defined 2<phi_g<6 interval. | Limitations: Soot mechanism is inferred from mixture-state residence rather than directly resolved particulate chemistry.
T2-A009-C01,A009,A-NG-09,tier2,A,"At lower chamber temperature and pressure, longer pilot ignition delay made pilot ignition more vulnerable to disruption by the adjacent natural-gas jet.",direct_observation,reported result,Ambient-state control of pilot robustness.,LOC-A009-0002,PAR-A009-0003;PAR-A009-0004,,PROC-A009-001,T2LINK-0042:A007:T1-A007-C01,yes,active_candidate,"Evidence summary: Optical imaging showed delayed/downstream pilot ignition and misfire when overlap reduced the free path below lift-off length. | Limitations: Single free-jet arrangement without wall, swirl, or neighboring-jet effects."
T2-A009-C02,A009,A-NG-09,tier2,A,Relative pilot/gas timing controlled premixing and the resulting natural-gas heat-release mode across the tested elevated chamber states.,experimental_correlation,reported result,Timing–premixing–combustion linkage.,LOC-A009-0002,PAR-A009-0001;PAR-A009-0002,,PROC-A009-002,,yes,active_candidate,"Evidence summary: Heat-release behavior organized by gas ignition time relative to gas SOI, with timing controlling premixing. | Limitations: RCM abstraction limits direct full-engine transfer."
T2-A011-C01,A011,A-NG-11,tier2,A,Relative pilot/gas injection timing was the primary control on natural-gas premixing and shifted combustion from non-premixed through distributed partially premixed to stratified premixed flame propagation.,direct_observation,reported result,Conceptual staging of HPDI ignition and combustion.,LOC-A011-0002,PAR-A011-0003;PAR-A011-0004,,PROC-A011-001,T2LINK-0043:A007:T1-A007-C02,yes,active_candidate,"Evidence summary: OH* reaction-zone analysis and HRR jointly resolved the regime transition. | Limitations: Optical engine had low compression ratio, cylindrical bowl, and line-of-sight imaging."
T2-A011-C02,A011,A-NG-11,tier2,A,"Natural-gas ignition was relatively insensitive to injection pressure, whereas higher pressure increased mixing-controlled heat release after ignition.",direct_observation,reported result,Stage-dependent role of gas injection pressure.,LOC-A011-0002,PAR-A011-0001,,PROC-A011-002,,yes,active_candidate,Evidence summary: The parametric sweep separates the ignition stage from subsequent non-premixed mixing control. | Limitations: Results are bounded by the optical engine configuration.
T2-A012-C01,A012,A-NG-12,tier2,A,"At the simulated medium-load HPDI point, the natural-gas injection did not ignite without the diesel pilot, demonstrating a required pilot trigger for that condition.",simulation_resolved,reported result,Numerical isolation of the pilot-trigger function.,LOC-A012-0003,PAR-A012-0002;PAR-A012-0003,,PROC-A012-001,T2LINK-0044:A007:T1-A007-C01,yes,active_candidate,Evidence summary: Paired CFD cases differed only by pilot injection; the NG-only case released no heat. | Limitations: Single operating point and model-dependent chemistry/turbulence representation.
T2-A012-C02,A012,A-NG-12,tier2,A,"In the homogeneous-reactor analysis, temperature dominated methane ignition above about 1100 K, while realistic H/OH radicals shortened ignition delay mainly in the 950–1100 K interval.",model_based,reported result,Thermal-versus-radical pathways in pilot-assisted NG ignition.,LOC-A012-0003,PAR-A012-0004,,PROC-A012-002,,yes,active_candidate,Evidence summary: HRM sensitivity maps varied initial temperature and radical concentration using states sampled from engine CFD. | Limitations: Zero-dimensional chemistry isolates kinetics and omits turbulent transport.
T2-A013-C01,A013,A-NG-13,tier2,A,"Regimes of PIDING combustion were identified as domains of RIT (representing NG stratification) where pilot and NG combustion AHRR, and emissions behaved consistently with respect to variation of f g, Pinj, and RIT.",author_interpretation,author_interpretation,mixing/ignition,LOC-A013-0002,PAR-A013-0003,,,T2LINK-0001:A020:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: Regimes of PIDING combustion were identified as domains of RIT (representing NG stratification) where pilot and NG combustion AHRR, and emissions behaved consistently with respect to variation of f g, Pinj, and RIT. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A013-C02,A013,A-NG-13,tier2,A,"A survey of stratified PIDING combustion regimes was conducted by sweeping the relative injection timing, RIT, of a heavy duty PIDING engine from 2150 CAD to + 18 CAD for Pinj = 140 220 bar, fg =0 :47 0:71, at 1000 rpm.",author_interpretation,author_interpretation,mixing/ignition,LOC-A013-0002,PAR-A013-0003,,,,no,inventory_only_study_design_statement,"Evidence summary: A survey of stratified PIDING combustion regimes was conducted by sweeping the relative injection timing, RIT, of a heavy duty PIDING engine from 2150 CAD to + 18 CAD for Pinj = 140 220 bar, fg =0 :47 0:71, at 1000 rpm. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged."
T2-A013-C03,A013,A-NG-13,tier2,A,"The following six stratified PIDING combustion regimes were identified, presented here in order of decreasing NG residence time: 1.",author_interpretation,author_interpretation,mixing/ignition,LOC-A013-0002,PAR-A013-0003,,,,no,inventory_only_extraction_fragment,"Evidence summary: The following six stratified PIDING combustion regimes were identified, presented here in order of decreasing NG residence time: 1. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_fragment; original candidate is unchanged."
T2-A014-C01,A014,A-NG-14,tier2,A,"NG mixture evolution: Regardless of the operating condition or RIT, NG premixing takes place near the piston bowl wall prior to ignition, including operation where the gaseous fuel is injected after the pilot combustion.",author_interpretation,author_interpretation,mixing/ignition,LOC-A014-0002,PAR-A014-0003,,,T2LINK-0002:A020:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: NG mixture evolution: Regardless of the operating condition or RIT, NG premixing takes place near the piston bowl wall prior to ignition, including operation where the gaseous fuel is injected after the pilot combustion. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A014-C02,A014,A-NG-14,tier2,A,"When pilot and NG injections overlap, the pilot combustion is (partially) quenched.",author_interpretation,author_interpretation,mixing/ignition,LOC-A014-0002,PAR-A014-0003,,,,yes,active_candidate,"Evidence summary: When pilot and NG injections overlap, the pilot combustion is (partially) quenched. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A014-C03,A014,A-NG-14,tier2,A,"For late-cycle operation, when SOI pilot is before EOING, the NG premixing processes near the piston bowl wall are additionally influenced by the pilot injection.",author_interpretation,author_interpretation,mixing/ignition,LOC-A014-0002,PAR-A014-0003,,,,yes,active_candidate,"Evidence summary: For late-cycle operation, when SOI pilot is before EOING, the NG premixing processes near the piston bowl wall are additionally influenced by the pilot injection. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A018-C01,A018,A-H2-01,tier2,A,H2DDI combustion at controlled CA50 and up to 50% hydrogen energy fraction is feasible at all injection timings of hydrogen without pre-ignition or knocking.,author_interpretation,author_interpretation,mixing/ignition,LOC-A018-0002,PAR-A018-0003,,,T2LINK-0003:A020:paper-level Tier 1 anchor,yes,active_candidate,Evidence summary: H2DDI combustion at controlled CA50 and up to 50% hydrogen energy fraction is feasible at all injection timings of hydrogen without pre-ignition or knocking. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-A018-C02,A018,A-H2-01,tier2,A,"Under the conditions of this work, the shape of the apparent heat release rate (aHRR) resembles that of the baseline diesel combustion, except when hydrogen is injected late resulting in insufficient time for mixing, in which case slower aHRR indicative of a hydrogen mixingcontrolled combustion is observed.",direct_observation,direct_observation,mixing/ignition,LOC-A018-0002,PAR-A018-0003,,,,yes,active_candidate,"Evidence summary: Under the conditions of this work, the shape of the apparent heat release rate (aHRR) resembles that of the baseline diesel combustion, except when hydrogen is injected late resulting in insufficient time for mixing, in which case slower aHRR indicative of a hydrogen mixingcontrolled combustion is observed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A018-C03,A018,A-H2-01,tier2,A,"A complex interplay between the aHRR at ignition, combustion duration, efficiency, and NO x emission, governed by the hydrogen injection timing, is unveiled.",author_interpretation,author_interpretation,mixing/ignition,LOC-A018-0002,PAR-A018-0003,,,,yes,active_candidate,"Evidence summary: A complex interplay between the aHRR at ignition, combustion duration, efficiency, and NO x emission, governed by the hydrogen injection timing, is unveiled. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A021-C01,A021,A-H2-04,tier2,A,"When the injection and combustion periods of H 2 are longer than that of the diesel surrogate, peak AHRR occurs immediately after H 2 jet ignition, followed by a steady AHRR period until end of H 2 injection, unless the diesel surrogate injection and combustion duration surpasses premixed combustion, at which the AHRR profile becomes transient.",author_interpretation,author_interpretation,mixing/ignition,LOC-A021-0002,PAR-A021-0003,,,T2LINK-0004:A020:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: When the injection and combustion periods of H 2 are longer than that of the diesel surrogate, peak AHRR occurs immediately after H 2 jet ignition, followed by a steady AHRR period until end of H 2 injection, unless the diesel surrogate injection and combustion duration surpasses premixed combustion, at which the AHRR profile becomes transient. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A021-C02,A021,A-H2-04,tier2,A,The apparent heat release-rate (AHRR) in the dual-fuel case is mainly influenced by H 2 combustion.,author_interpretation,author_interpretation,mixing/ignition,LOC-A021-0002,PAR-A021-0003,,,,yes,active_candidate,Evidence summary: The apparent heat release-rate (AHRR) in the dual-fuel case is mainly influenced by H 2 combustion. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-A021-C03,A021,A-H2-04,tier2,A,The following conclusions apply under the conditions investigated in this study: 1.,author_interpretation,author_interpretation,mixing/ignition,LOC-A021-0003,PAR-A021-0003,,,,no,inventory_only_extraction_fragment,Evidence summary: The following conclusions apply under the conditions investigated in this study: 1. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_fragment; original candidate is unchanged.
T2-A024-C01,A024,A-H2-07,tier2,A,A numerical study using three-dimensional computational fluid dynamics is performed to investigate a diesel pilot ignited late high pressure direct gaseous hydrogen injection engine targeting non-premixed combustion and comparisons are made with the same engine running on methane.,model_based,model_based,mixing/ignition,LOC-A024-0002,PAR-A024-0003,,,T2LINK-0005:A030:T1-A030-C01,no,inventory_only_study_design_statement,Evidence summary: A numerical study using three-dimensional computational fluid dynamics is performed to investigate a diesel pilot ignited late high pressure direct gaseous hydrogen injection engine targeting non-premixed combustion and comparisons are made with the same engine running on methane. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged.
T2-A024-C02,A024,A-H2-07,tier2,A,"For the most part hydrogen stays at a higher HRR than methane due to a smaller quenching distance, greater jet momentum and higher rich flammability limit. The late combustion phase begins after the injection event has ended and HRR begins to fall off rapidly.",model_based,model_based,mixing/ignition,LOC-A024-0002,PAR-A024-0003,,,,yes,active_candidate,"Evidence summary: For the most part hydrogen stays at a higher HRR than methane due to a smaller quenching distance, greater jet momentum and higher rich flammability limit. The late combustion phase begins after the injection event has ended and HRR begins to fall off rapidly. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-A024-C03,A024,A-H2-07,tier2,A,"The above issues will be investigated at multiple load conditions in a following study via exploration and optimisation of various parameters/approaches pertinent to 99% HES engine operation such as pilot injection timing, gaseous injection timing, number of injections, injector diameter, injection angle, EGR rate, turbocharging level and initial oxidiser charge temperature.",model_based,model_based,mixing/ignition,LOC-A024-0002,PAR-A024-0003,,,,no,inventory_only_future_work_statement,"Evidence summary: The above issues will be investigated at multiple load conditions in a following study via exploration and optimisation of various parameters/approaches pertinent to 99% HES engine operation such as pilot injection timing, gaseous injection timing, number of injections, injector diameter, injection angle, EGR rate, turbocharging level and initial oxidiser charge temperature. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: future_work_statement; original candidate is unchanged."
T2-A025-C01,A025,A-H2-08,tier2,A,Computed results show that the proposed CFD methodology can also be used for diagnostic purposes since the flame index parameter could help understanding the nature of the H2DDI combustion process and how it shifts from diffusive to partially premixed by increasing the dwell time between main and pilot injection events.,author_interpretation,author_interpretation,mixing/ignition,LOC-A025-0002,PAR-A025-0003,,,T2LINK-0006:A026:T1-A026-C01,yes,active_candidate,Evidence summary: Computed results show that the proposed CFD methodology can also be used for diagnostic purposes since the flame index parameter could help understanding the nature of the H2DDI combustion process and how it shifts from diffusive to partially premixed by increasing the dwell time between main and pilot injection events. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-A025-C02,A025,A-H2-08,tier2,A,The EMCF+PDF model was extensively validated considering different dwell timings between pilot and main injections via a combined comparison between computed and experimental schlieren images and heat release profiles.,model_based,model_based,mixing/ignition,LOC-A025-0002,PAR-A025-0003,,,,no,inventory_only_method_validation_statement,Evidence summary: The EMCF+PDF model was extensively validated considering different dwell timings between pilot and main injections via a combined comparison between computed and experimental schlieren images and heat release profiles. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_validation_statement; original candidate is unchanged.
T2-A025-C03,A025,A-H2-08,tier2,A,"In particular, H2DDI combustion was investigated, where a pilot injection of 𝑛C7H16 ignites a main H 2 jet.",model_based,model_based,mixing/ignition,LOC-A025-0002,PAR-A025-0003,,,,no,inventory_only_study_design_statement,"Evidence summary: In particular, H2DDI combustion was investigated, where a pilot injection of 𝑛C7H16 ignites a main H 2 jet. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged."
T2-B002-C01,B002,B-T-02,tier2,B,"An evaluation of selected notional nozzle approaches (Birch1984, Birch1987, Ewan, Schefer and Harstad) for CFD simulations of free-shear under-expanded round jets was presented.",model_based,model_based,underexpanded jet physics,LOC-B002-0002,PAR-B002-0003,,,T2LINK-0007:B009:T1-B009-C01,no,inventory_only_method_scope_statement,"Evidence summary: An evaluation of selected notional nozzle approaches (Birch1984, Birch1987, Ewan, Schefer and Harstad) for CFD simulations of free-shear under-expanded round jets was presented. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_scope_statement; original candidate is unchanged."
T2-B002-C02,B002,B-T-02,tier2,B,"Three turbulence models were applied for each notional nozzle approach (BSL, k- ε and SST) and the results were compared with 3 experimental sets of high pressure H 2 releases from small pipes.",model_based,model_based,underexpanded jet physics,LOC-B002-0002,PAR-B002-0003,,,,no,inventory_only_method_scope_statement,"Evidence summary: Three turbulence models were applied for each notional nozzle approach (BSL, k- ε and SST) and the results were compared with 3 experimental sets of high pressure H 2 releases from small pipes. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_scope_statement; original candidate is unchanged."
T2-B002-C03,B002,B-T-02,tier2,B,"(For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.) international journal of hydrogen energy 37 (2012) 18563 e1857418572",model_based,model_based,underexpanded jet physics,LOC-B002-0002,PAR-B002-0003,,,,no,inventory_only_extraction_artifact,"Evidence summary: (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.) international journal of hydrogen energy 37 (2012) 18563 e1857418572 | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_artifact; original candidate is unchanged."
T2-B003-C01,B003,B-T-03,tier2,B,"It is observed how the nozzle pressure ratio influences the Mach disk width, and thereby the slip line separation, which leads to co-annular jets with inner and outer shear layers at higher pressure ratios.",simulation_resolved,simulation_resolved,underexpanded jet physics,LOC-B003-0002,PAR-B003-0003,,,T2LINK-0008:B009:T1-B009-C01,yes,active_candidate,"Evidence summary: It is observed how the nozzle pressure ratio influences the Mach disk width, and thereby the slip line separation, which leads to co-annular jets with inner and outer shear layers at higher pressure ratios. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B003-C02,B003,B-T-03,tier2,B,"13, 14 Also the nozzle operating conditions, nozzle pressure ratio (NPR), depend on the application.",model_based,model_based,underexpanded jet physics,LOC-B003-0002,PAR-B003-0003,,,,no,inventory_only_context_statement,"Evidence summary: 13, 14 Also the nozzle operating conditions, nozzle pressure ratio (NPR), depend on the application. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: context_statement; original candidate is unchanged."
T2-B003-C03,B003,B-T-03,tier2,B,The improved mixing with increasing pressure ratio is demonstrated by the probability density functions of the concentration.,model_based,model_based,underexpanded jet physics,LOC-B003-0002,PAR-B003-0003,,,,yes,active_candidate,Evidence summary: The improved mixing with increasing pressure ratio is demonstrated by the probability density functions of the concentration. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-B005-C01,B005,B-T-05,tier2,B,Understanding the behaviour of under-expanded jets is now becoming crucial to develop clean and efficient combustion systems.,review_secondary,review_secondary,underexpanded jet physics,LOC-B005-0002,PAR-B005-0003,,,T2LINK-0009:B004:T1-B004-C01,no,inventory_only_background_statement,Evidence summary: Understanding the behaviour of under-expanded jets is now becoming crucial to develop clean and efficient combustion systems. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: background_statement; original candidate is unchanged.
T2-B005-C02,B005,B-T-05,tier2,B,Under-expanded jets are fluid flows that occur when a high-pressure fluid is suddenly released through a nozzle into a region of lower pressure.,review_secondary,review_secondary,underexpanded jet physics,LOC-B005-0002,PAR-B005-0003,,,,no,inventory_only_definition_only,Evidence summary: Under-expanded jets are fluid flows that occur when a high-pressure fluid is suddenly released through a nozzle into a region of lower pressure. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: definition_only; original candidate is unchanged.
T2-B005-C03,B005,B-T-05,tier2,B,"Schlieren imaging is a broadly adopted technique for visualizing the overall jet development, and provides macroscopic information like jet penetration, cone angle, volume",review_secondary,review_secondary,underexpanded jet physics,LOC-B005-0002,PAR-B005-0003,,,,no,inventory_only_method_statement,"Evidence summary: Schlieren imaging is a broadly adopted technique for visualizing the overall jet development, and provides macroscopic information like jet penetration, cone angle, volume | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_statement; original candidate is unchanged."
T2-B007-C01,B007,B-H2-02,tier2,B,"Jet exit shock structure was imaged by Schlieren photography, while quantitative Planar Laser Rayleigh Scatter imaging was used to measure instantaneous hydrogen mole fractions downstream of the Mach disk.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B007-0001,PAR-B007-0003,,,T2LINK-0010:B004:T1-B004-C01,no,inventory_only_method_statement,"Evidence summary: Jet exit shock structure was imaged by Schlieren photography, while quantitative Planar Laser Rayleigh Scatter imaging was used to measure instantaneous hydrogen mole fractions downstream of the Mach disk. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_statement; original candidate is unchanged."
