global_claim_id,candidate_claim_id,paper_id,reading_tier,library,relation_to_claim,support_type,evidence_grade,evidence_directness,method_type,quantitative_level,condition_compatibility,source_locator_id,boundary_conditions,limitations,review_mainline_role,verification_status,notes
GC-0017,PILOT-C014-C02,C014,pilot,C,supports,direct,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C014-0004,"Incident-shock Mach, post-shock freestream Mach, velocity and density references, and loading histories must remain distinct.",This definition is paper-specific and should not be merged with M_s.,M04;M05,verified,Candidate contribution: direct_observation; normalization=cluster.
GC-0017,T1-C025-C01,C025,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C025-0006,"Incident-shock Mach, post-shock freestream Mach, velocity and density references, and loading histories must remain distinct.",Only two shock strengths and one initial diameter; thermomechanical equilibration is quasi-instantaneous.,M04;M05,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0017,T2-C023-C03,C023,tier2,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C023-0002,"Incident-shock Mach, post-shock freestream Mach, velocity and density references, and loading histories must remain distinct.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: model_based; normalization=cluster.
GC-0018,T1-C007-C02,C007,tier1,C,secondary_support,author_interpretation,contextual,secondary,review,quantitative_or_parameterized,partial,LOC-C007-0005,"The sources address different physical stages, geometries, Weber ranges, and response metrics.","Secondary synthesis; behavior also depends on We, thermodynamics, and morphology.",M04;M05,verified,Candidate contribution: review_synthesis; normalization=cluster.
GC-0018,T3-C008-C01,C008,tier3,C,qualifies,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C008-0001,"The sources address different physical stages, geometries, Weber ranges, and response metrics.",Two-dimensional water-cylinder geometry and early breakup only; this does not adjudicate later supersonic compressibility effects.,M04;M05,verified,Candidate contribution: boundary_evidence; normalization=cluster.
GC-0019,T1-C007-C03,C007,tier1,C,secondary_support,author_interpretation,contextual,secondary,review,qualitative,partial,LOC-C007-0006,First and later shedding events can have different Weber sensitivity; broad taxonomy is limited by missing Tier 1 source C004.,Nonlinear theory and high-resolution validation remain incomplete.,M05;M06,verified,Candidate contribution: review_synthesis; normalization=cluster.
GC-0019,T3-C012-C01,C012,tier3,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C012-0001,First and later shedding events can have different Weber sensitivity; broad taxonomy is limited by missing Tier 1 source C004.,Short optical-method paper; diagnostic capability rather than a complete regime map.,M05;M06,verified,Candidate contribution: additional_method; normalization=cluster.
GC-0019,T3-C013-C01,C013,tier3,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C013-0001,First and later shedding events can have different Weber sensitivity; broad taxonomy is limited by missing Tier 1 source C004.,Water-droplet aerobreakup in the studied high-speed regime; later fragment statistics remain outside the claim.,M05;M06,verified,Candidate contribution: mechanism_support; normalization=cluster.
GC-0020,T1-C018-C01,C018,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C018-0009,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.","Five-equation model has no phase transition, so cavitation itself is not resolved.",M03;M04,verified,Candidate contribution: simulation_resolved; normalization=cluster.
GC-0020,T1-C018-C02,C018,tier1,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C018-0007,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",Two-dimensional cylindrical geometry and fitted Mach-stem trajectory.,M03;M04,verified,Candidate contribution: model_based; normalization=cluster.
GC-0020,T1-C018-C03,C018,tier1,C,supports,simulation_resolved,moderate,direct,numerical,qualitative,partial,LOC-C018-0009,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",No cavitation phase transition; pressure-factor decomposition requires further validation.,M03;M04,verified,Candidate contribution: simulation_resolved; normalization=cluster.
GC-0020,T1-C029-C01,C029,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C029-0006,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.","Idealized inviscid 2D axisymmetric early-time model; no surface tension, diffusion, thermal conduction, or chemistry.",M03;M04,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0020,T1-C029-C02,C029,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C029-0008,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",Threshold estimate uses simplified path/curvature assumptions and is not universal without validation.,M03;M04,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0020,T1-C029-C03,C029,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C029-0009,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",Later three-dimensional breakup is outside the modeled scope.,M03;M04,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0020,T3-C011-C01,C011,tier3,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C011-0002,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",Single water droplet and numerical/theoretical evidence; later breakup was not the main focus.,M03;M04,verified,Candidate contribution: reported result; normalization=cluster.
GC-0020,T2-C017-C02,C017,tier2,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C017-0002,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M04,verified,Candidate contribution: model_based; normalization=cluster.
GC-0021,T1-C019-C02,C019,tier1,C,supports,model_based,supporting,indirect,numerical,qualitative,partial,LOC-C019-0007,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Mechanism is developed for the simplified two-dimensional configuration.,M04;M05,verified,Candidate contribution: numerical_plus_model; normalization=cluster.
GC-0021,T3-C005-C01,C005,tier3,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C005-0003,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Continuous-air-jet forcing differs from finite-duration shock loading.,M04;M05,verified,Candidate contribution: reported result; normalization=cluster.
GC-0021,T3-C009-C01,C009,tier3,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C009-0001,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.","Numerical method, reduced density-ratio strategy, and the tested Weber range bound the RT interpretation.",M04;M05,verified,Candidate contribution: mechanism_support; normalization=cluster.
GC-0021,T2-C010-C01,C010,tier2,C,supports,model_based,supporting,indirect,numerical,qualitative,partial,LOC-C010-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: model_based; normalization=cluster.
GC-0021,T2-C010-C03,C010,tier2,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C010-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: model_based; normalization=cluster.
GC-0021,T2-C015-C02,C015,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C015-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0021,T2-C015-C03,C015,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C015-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0021,T2-C020-C02,C020,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,qualitative,partial,LOC-C020-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0021,T2-C020-C03,C020,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,qualitative,partial,LOC-C020-0002,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0022,T1-C035-C01,C035,tier1,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C035-0006,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,Low-We rupture extends beyond the steady post-shock window; exact seven-spacing matrix is figure based.,M03;M04;M05;M06,verified,Candidate contribution: primary_experimental; normalization=cluster.
GC-0022,T1-C035-C02,C035,tier1,C,supports,experimental_correlation,moderate,direct,experimental,quantitative_or_parameterized,partial,LOC-C035-0004,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,Only endpoint threshold values are explicitly retained; boundary curve is not digitized.,M03;M04;M05;M06,verified,Candidate contribution: experimental_correlation; normalization=cluster.
GC-0022,T2-C036-C01,C036,tier2,C,supports,experimental_correlation,moderate,direct,experimental,quantitative_or_parameterized,partial,LOC-C036-0003,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,The theoretical analogue is two-dimensional cylinders; spherical-droplet boundary may shift.,M03;M04;M05;M06,verified,Candidate contribution: reported result; normalization=cluster.
GC-0022,T2-C036-C02,C036,tier2,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C036-0004,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,Finite experimental parameter space and generated-droplet alignment variability.,M03;M04;M05;M06,verified,Candidate contribution: reported result; normalization=cluster.
GC-0022,T2-C001-C01,C001,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,directional_qualitative,partial,LOC-C001-0002,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M04;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0022,T2-C001-C03,C001,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,qualitative,partial,LOC-C001-0003,Tandem and parallel configurations produce different mechanisms and cannot share a single critical spacing.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M04;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0023,T1-C025-C02,C025,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-C025-0004,"Diagnostics, sampling time, and fragment definitions differ and are sparse.",Grid resolution truncates the smallest sizes and simulations end before possible late unimodal evolution.,M05;M06,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0023,T2-C022-C03,C022,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C022-0002,"Diagnostics, sampling time, and fragment definitions differ and are sparse.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0024,T1-C024-C01,C024,tier1,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C024-0005,"Droplet size, liquid, optical detection threshold, and assumed post-wave gas history differ.",Droplet curtain is dilute but polydisperse; deformation of individual parent droplets was below optical resolution.,M05;M07;M10,verified,Candidate contribution: primary_experimental; normalization=cluster.
GC-0024,PILOT-D017-C01,D017,pilot,D,supports,indirect,supporting,direct,numerical,quantitative_or_parameterized,partial,LOC-D017-0007,"Droplet size, liquid, optical detection threshold, and assumed post-wave gas history differ.",Reduced models assume constant post-shock gas conditions.,M05;M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0025,PILOT-C031-C01,C031,pilot,C,supports,author_interpretation,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C031-0008,"Evidence is model-resolved and phase-change coefficients, thermal states, and liquids vary.",Depends on manually selected phase-change coefficients.,M04;M05;M07,verified,Candidate contribution: simulation_resolved; normalization=cluster.
GC-0025,PILOT-C031-C02,C031,pilot,C,supports,direct,supporting,direct,numerical,quantitative_or_parameterized,partial,LOC-C031-0009,"Evidence is model-resolved and phase-change coefficients, thermal states, and liquids vary.",Single-component n-dodecane vapor and specified model coefficients.,M04;M05;M07,verified,Candidate contribution: simulation_resolved; normalization=cluster.
GC-0025,T2-C030-C02,C030,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C030-0002,"Evidence is model-resolved and phase-change coefficients, thermal states, and liquids vary.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M07,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0025,T2-C030-C03,C030,tier2,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C030-0002,"Evidence is model-resolved and phase-change coefficients, thermal states, and liquids vary.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M07,verified,Candidate contribution: model_based; normalization=cluster.
GC-0026,T3-C032-C01,C032,tier3,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,not_applicable,LOC-C032-0001,Single numerical framework and fuel-property comparison; not directly equivalent to Stefan-flow suppression cases.,Two-dimensional axisymmetric incompressible-gas model at atmospheric pressure; not a direct shock-loading case.,M04;M05;M07,verified,Candidate contribution: additional_fuel_or_species; normalization=cluster.
GC-0027,T2-C026-C02,C026,tier2,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-C026-0002,"The statement is limited to deformation and the reported observation interval, not later breakup or smaller droplets.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M07,verified,Candidate contribution: direct_observation; normalization=cluster.
GC-0028,T2-C033-C01,C033,tier2,C,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-C033-0002,"Cloud statistics, breakup closure, and transmitted-pressure definitions must be aligned.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M05;M06,verified,Candidate contribution: direct_observation; normalization=cluster.
GC-0028,T2-C033-C02,C033,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,qualitative,partial,LOC-C033-0002,"Cloud statistics, breakup closure, and transmitted-pressure definitions must be aligned.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0028,T2-C033-C03,C033,tier2,C,supports,direct_observation,strong,direct,experimental,directional_qualitative,partial,LOC-C033-0002,"Cloud statistics, breakup closure, and transmitted-pressure definitions must be aligned.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M05;M06,verified,Candidate contribution: direct_observation; normalization=cluster.
GC-0028,T2-C034-C01,C034,tier2,C,supports,experimental_correlation,moderate,direct,experimental,qualitative,partial,LOC-C034-0002,"Cloud statistics, breakup closure, and transmitted-pressure definitions must be aligned.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M05;M06,verified,Candidate contribution: experimental_correlation; normalization=cluster.
GC-0028,T2-C034-C02,C034,tier2,C,supports,experimental_correlation,moderate,direct,experimental,qualitative,partial,LOC-C034-0002,"Cloud statistics, breakup closure, and transmitted-pressure definitions must be aligned.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M03;M05;M06,verified,Candidate contribution: experimental_correlation; normalization=cluster.
GC-0029,T1-C024-C02,C024,tier1,C,supports,model_based,supporting,indirect,experimental,quantitative_or_parameterized,partial,LOC-C024-0007,Model comparisons use different validation observables and condition ranges; C004 is missing.,Model discrepancies may reflect parent-drag underprediction or unrepresented larger child droplets.,M04;M05;M06;M07,verified,Candidate contribution: experiment_model_comparison; normalization=cluster.
GC-0029,T2-C006-C01,C006,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C006-0002,Model comparisons use different validation observables and condition ranges; C004 is missing.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06;M07,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0029,T2-C006-C02,C006,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C006-0003,Model comparisons use different validation observables and condition ranges; C004 is missing.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06;M07,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0029,T2-C006-C03,C006,tier2,C,supports,experimental_correlation,moderate,direct,experimental,qualitative,partial,LOC-C006-0003,Model comparisons use different validation observables and condition ranges; C004 is missing.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06;M07,verified,Candidate contribution: experimental_correlation; normalization=cluster.
GC-0029,T3-C028-C01,C028,tier3,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C028-0001,Model comparisons use different validation observables and condition ranges; C004 is missing.,Method-validation study; quantitative vaporization rates remain modeland resolution-dependent.,M04;M05;M06;M07,verified,Candidate contribution: additional_method; normalization=cluster.
GC-0030,T2-C002-C01,C002,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C002-0001,Review-secondary and paper-specific definitions; broad coverage is limited by missing Tier 1 source C004.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0030,T2-C002-C02,C002,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-C002-0001,Review-secondary and paper-specific definitions; broad coverage is limited by missing Tier 1 source C004.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0030,T2-C002-C03,C002,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,qualitative,partial,LOC-C002-0001,Review-secondary and paper-specific definitions; broad coverage is limited by missing Tier 1 source C004.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0030,T2-C023-C02,C023,tier2,C,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-C023-0002,Review-secondary and paper-specific definitions; broad coverage is limited by missing Tier 1 source C004.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M06,verified,Candidate contribution: model_based; normalization=cluster.
GC-0030,T3-C003-C01,C003,tier3,C,secondary_support,review_secondary,contextual,secondary,review,quantitative_or_parameterized,partial,LOC-C003-0001,Review-secondary and paper-specific definitions; broad coverage is limited by missing Tier 1 source C004.,Review-secondary evidence predating much of the modern compressible/shock literature; primary sources are not promoted.,M04;M05;M06,verified,Candidate contribution: review_secondary; normalization=cluster.
GC-0031,T3-C027-C01,C027,tier3,C,qualifies,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-C027-0001,Test liquids and shock pressure rises differ from higher-pressure and engine conditions.,Interpretation combines direct observations with bow-shock estimates and cross-study comparison; definitions and liquids differ.,M03;M07,verified,Candidate contribution: boundary_evidence; normalization=cluster.
GC-0032,PILOT-D009-C01,D009,pilot,D,supports,direct,supporting,direct,numerical,quantitative_or_parameterized,partial,LOC-D009-0008,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Definition depends on the paper's idealized refill-zone model.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,PILOT-D009-C02,D009,pilot,D,supports,direct,supporting,direct,numerical,quantitative_or_parameterized,partial,LOC-D009-0009,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Critical values are specific to the selected inlet and chemistry.,M07;M10,verified,Candidate contribution: simulation_resolved; normalization=cluster.
GC-0032,T2-D007-C02,D007,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D007-0002,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,T2-D010-C02,D010,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D010-0002,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,T2-D011-C01,D011,tier2,D,supports,model_based,supporting,indirect,numerical,qualitative,partial,LOC-D011-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,T2-D011-C02,D011,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D011-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0032,T2-D013-C01,D013,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D013-0002,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,T2-D013-C03,D013,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D013-0002,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0032,T2-D015-C02,D015,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D015-0003,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0032,T2-D015-C03,D015,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D015-0003,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0032,T3-D006-C01,D006,tier3,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D006-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Simplified two-dimensional chemistry/flow model; the reported critical diameter is case-specific.,M07;M10,verified,Candidate contribution: additional_fuel_or_species; normalization=cluster.
GC-0032,T3-D008-C01,D008,tier3,D,supports,model_based,supporting,indirect,numerical,qualitative,partial,LOC-D008-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Two-dimensional Eulerian-Lagrangian model without fuel prevaporization; size thresholds are configuration-specific.,M07;M10,verified,Candidate contribution: additional_condition; normalization=cluster.
GC-0032,T3-D012-C01,D012,tier3,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D012-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",Numerical ethanol configuration with prevaporized co-injection; wave-multiplicity transitions are case-specific.,M07;M10,verified,Candidate contribution: additional_fuel_or_species; normalization=cluster.
GC-0033,T2-D014-C01,D014,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,not_applicable,LOC-D014-0002,Single modelling framework and wave-relative coordinate system.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0033,T2-D014-C02,D014,tier2,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,not_applicable,LOC-D014-0002,Single modelling framework and wave-relative coordinate system.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0033,T2-D014-C03,D014,tier2,D,supports,model_based,supporting,indirect,numerical,qualitative,not_applicable,LOC-D014-0002,Single modelling framework and wave-relative coordinate system.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M07;M10,verified,Candidate contribution: model_based; normalization=cluster.
GC-0034,PILOT-D017-C02,D017,pilot,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D017-0008,Detonation and inert-shock post-wave histories differ; correlations remain liquid- and facility-specific.,Mie scattering has a detection threshold and snapshots are ensemble-based.,M04;M05;M10,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0034,T2-D016-C02,D016,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D016-0002,Detonation and inert-shock post-wave histories differ; correlations remain liquid- and facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05;M10,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0034,T1-D018-C01,D018,tier1,D,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-D018-0005,Detonation and inert-shock post-wave histories differ; correlations remain liquid- and facility-specific.,Shadowgraph is a two-dimensional projection and the smallest early structures are below resolution.,M04;M05;M10,verified,Candidate contribution: primary_experimental; normalization=cluster.
GC-0034,T1-D018-C03,D018,tier1,D,supports,experimental_correlation,moderate,direct,experimental,quantitative_or_parameterized,partial,LOC-D018-0008,Detonation and inert-shock post-wave histories differ; correlations remain liquid- and facility-specific.,The time normalization itself excludes surface tension; the mechanism is an author interpretation supported by the liquid comparison.,M04;M05;M10,verified,Candidate contribution: primary_experimental_correlation; normalization=cluster.
