source_locator_id,paper_id,source_file,pdf_page,printed_page,section,subsection,figure,figure_panel,table,equation,appendix,raw_locator,locator_status,verification_status,notes
LOC-B009-0002,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,2,21276,Under-expanded jets - Definition,,,,,,,"PDF p.2, NPR definition",complete,verified,NPR=P0/P_infinity.
LOC-B009-0003,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,5,21279,Simulation setup,,2,,,,,"PDF p.5, Simulation setup",complete,verified,Nozzle and ambient conditions.
LOC-B009-0004,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,6,21280,Simulation setup,,,,1,,,"PDF p.6, grid description and Table 1",complete,verified,Grid and transport settings.
LOC-B009-0005,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,9,21283,Transient in-nozzle flow and jet development,,5-8,,,,,"PDF p.9, transient development, Figs. 5-8",complete,verified,Microsecond timing visually verified on rendered PDF page.
LOC-B009-0006,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,12,21286,Near-nozzle shock structure,,,,3,,,"PDF p.12, Table 3",complete,verified,Case-specific quasi-steady shock metrics.
LOC-B009-0007,B009,02_PDF_Raw/B/B-H2-04_2014_Hamzehloo_LES_Underexpanded_Hydrogen_MethaneJets.pdf,19,21293,Summary and conclusions,,,,,,,"PDF p.19, Summary and conclusions",complete,verified,Primary findings and limits.
LOC-B028-0001,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,1,1,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and major factor ranking.
LOC-B028-0002,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,2,2,2.1 CVCC platform,,,,,,,"PDF p.2, Section 2.1",complete,verified,Diagnostics and tested ranges.
LOC-B028-0003,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,4,4,2.2 CFD modelling,,3,,,,,"PDF p.4, Section 2.2",complete,verified,Dual near-/far-field numerical strategy.
LOC-B028-0004,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,6,6,3.1 Impact of NPR,,,,1,,,"PDF p.6, Table 1",complete,verified,Six NPR cases with explicit pressure pairs.
LOC-B028-0005,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,7,7,3.1 Impact of NPR,,,,2,,,"PDF p.7, Table 2",complete,verified,Nozzle-hole-diameter sweep.
LOC-B028-0006,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,8,8,3.1 Impact of NPR,,10,,,,,"PDF p.8, Fig. 10",complete,verified,20 us Mach-disk power-law fits.
LOC-B028-0007,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,10,10,3.1 Impact of NPR,,12,,,,,"PDF p.10, Fig. 12 and accompanying text",complete,verified,Far-field penetration and projected area statements.
LOC-B028-0008,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,16,16,3.3 Impact of AT,,,,3,,,"PDF p.16, Table 3",complete,verified,Ambient-temperature sweep.
LOC-B028-0009,B028,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,21,21,4. Conclusion,,,,,,,"PDF p.21, Section 4 Conclusion",complete,verified,Factor-specific synthesis and limitations.
LOC-C007-0001,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,1,83,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and high-level cascade statement.
LOC-C007-0002,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,2,84,1. Introduction,,,,,1,,"PDF p.2, Eq. (1)",complete,verified,"Definitions of We, Oh, Re and Ma."
LOC-C007-0003,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,4,86,1.1 Modes of Breakup,,,,,,,"PDF p.4, Section 1.1",complete,verified,Review taxonomy and reviewed thresholds.
LOC-C007-0004,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,17,99,4.2 Unsteady Effects: Shocks and Blasts,,8,,,,,"PDF p.17, Section 4.2 and Fig. 8",complete,verified,Typed forcing histories and timescale compatibility.
LOC-C007-0005,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,18,100,5. Breakup in Compressible Flow Fields,,,,,,,"PDF pp.18-20, Section 5",complete,verified,Compressibility mechanism and morphology.
LOC-C007-0006,C007,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,23,105,Summary Points and Future Issues,,,,,,,"PDF p.23, Summary Points",complete,verified,Review synthesis and gaps.
LOC-C018-0001,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,1,A46-1,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and central conclusion.
LOC-C018-0002,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,4,A46-4,2.1 Problem description,,1,,,,,"PDF p.4, Section 2.1 and Fig. 1",complete,verified,"Geometry, boundaries and wave-speed ratio definition."
LOC-C018-0003,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,5,A46-5,2.1 Problem description,,,,1,2.1-2.2,,"PDF p.5, Table 1 and Eqs. (2.1)-(2.2)",complete,verified,Complete case matrix and Re/We definitions.
LOC-C018-0004,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,6,A46-6,2.2 Numerical method,,,,2,,,"PDF p.6, Table 2",complete,verified,Fluid densities and SGEOS properties.
LOC-C018-0005,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,9,A46-9,3.1 Time history of the NPP point,,3,,,,,"PDF p.9, Section 3.1 and Fig. 3",complete,verified,NPP timing near t*=1.25.
LOC-C018-0006,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,13,A46-13,3. NPP location comparison,,5,,,,,"PDF p.13, Fig. 5 and accompanying text",complete,verified,Low/high n trend distinction.
LOC-C018-0007,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,20,A46-20,4. Improved theoretical model,,9-10,,,,,"PDF pp.20-22, improved model comparison",partial,verified,Mach-stem role in high wave-speed-ratio cases.
LOC-C018-0008,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,23,A46-23,5.2 Factors of pressure variation,,14-16,,,,,"PDF pp.23-28, Sections 5.2-5.3",partial,verified,Four-factor pressure history.
LOC-C018-0009,C018,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,28,A46-28,6. Conclusion,,,,,,,"PDF pp.28-29, Section 6 Conclusion",complete,verified,NPP/focus distinction and limitations.
LOC-C019-0001,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Study scope and principal curvature findings.
LOC-C019-0002,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,3,,2. Physical model,,1,,,,,"PDF p.3, Section 2, Fig. 1",complete,verified,"Droplet diameter, ambient state, Ma0 and omega definitions."
LOC-C019-0003,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,6,,3.3 Numerical verification and validation,,,,,2.5,,"PDF p.6, Section 3.3, Eq. (2.5)",complete,verified,"Time normalization, shock-contact origin and mesh."
LOC-C019-0004,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,8,,3.3 Numerical verification and validation,,4,,,,,"PDF p.8, capillary/viscous limitation discussion",complete,verified,Two-dimensionality and omitted surface tension/viscosity.
LOC-C019-0005,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,9,,4.1 Shock-droplet interaction dynamics,,5,,,,,"PDF p.9, Section 4.1",complete,verified,"Main Ma0=2.4, omega=6 case and early wave sequence."
LOC-C019-0006,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,16,,4.3 Analysis of the starting point of K-H instability,,11,,,4.4-4.6,,"PDF p.16, Section 4.3, Eqs. (4.4)-(4.6), Fig. 11",complete,verified,Tangential/normal components and K-H inception.
LOC-C019-0007,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,18,,4.3 Analysis of the starting point of K-H instability,,,,1,,,"PDF p.18, Table 1",complete,verified,"Critical, fixed, and diffraction angles."
LOC-C019-0008,C019,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,22,,Conclusion,,,,,,,"PDF pp.22-23, Conclusion",complete,verified,"Curvature effects, mechanisms and limitations."
LOC-C024-0001,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and principal model conclusion.
LOC-C024-0002,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,2,,2. Background,,,,,"We, Re, Oh definitions",,"PDF p.2, dimensionless definitions",complete,verified,Definitions and reference variables.
LOC-C024-0003,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,5,,3.2 Initial conditions,,,,1,,,"PDF p.5, Table 1",complete,verified,"D10/D32, Oh, We and Re."
LOC-C024-0004,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,6,,3.3 Experimental diagnostics,,,,3,,,"PDF p.6, Table 3",complete,verified,Shock Mach and post-shock conditions.
LOC-C024-0005,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,7,,4.1 Qualitative description,,7-8,,,,,"PDF p.7, Section 4.1, Figs. 7-8",complete,verified,"Breakup, cloud growth and evaporation intervals."
LOC-C024-0006,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,10,,5.4 Breakup models,,15-16,,,,,"PDF p.10, Section 5.4",complete,verified,Characteristic time and breakup models.
LOC-C024-0007,C024,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,13,,6. Conclusion,,,,,,,"PDF p.13, Conclusion",complete,verified,Quantitative ranges and model assessment.
LOC-C025-0001,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and statistics.
LOC-C025-0002,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,3,,III. Case Configurations,,1,,,13,,"PDF p.3, Section III, Fig.1, Eq. (13)",complete,verified,"Initial state, mesh, cases and Ranger-Nicholls time."
LOC-C025-0003,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,5,,IV. Results - displacement and deformation,,4-6,,,,,"PDF p.5, Figs.4-6",complete,verified,Self-similar spreading and piercing.
LOC-C025-0004,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,6,,IV. Results - droplet size distributions,,7-8,,,,,"PDF p.6, Figs.7-8",complete,verified,Bimodal size PDFs.
LOC-C025-0005,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,7,,IV. Results - droplet breakup times,,9-11,,,,,"PDF pp.7-8, Figs.9-11",complete,verified,"Induction, atomized mass and definition caveat."
LOC-C025-0006,C025,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,8,,V. Conclusions,,,,,,,"PDF p.8, Conclusions",complete,verified,Quantitative summary.
LOC-C035-0001,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,2,,I. Introduction,,,,,1-2,,"PDF p.2, Eqs. (1)-(2)",complete,verified,We and Oh definitions.
LOC-C035-0002,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,4,,II. Experimental setup,,1-3,,,,,"PDF pp.3-4, Section II, Figs.1-3",complete,verified,"Wave timing, steady window and diagnostics."
LOC-C035-0003,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,4,,II. Experimental setup,,,,I,3-4,,"PDF p.4, Table I, Eqs. (3)-(4)",complete,verified,"Flow cases, morphology, Re and time normalization."
LOC-C035-0004,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,5,,III. Results and discussion,,4,,,,,"PDF p.5, Fig.4",complete,verified,Interaction-mode map and critical spacing.
LOC-C035-0005,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,10,,III.E Quantitative analyses,,,,II,5-6,,"PDF p.10, Table II, Eqs. (5)-(6)",complete,verified,Lead-droplet early-stage metrics.
LOC-C035-0006,C035,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,11,,IV. Summary and conclusion,,,,,,,"PDF pp.11-12, Summary and conclusion",complete,verified,Shielding effects and critical spacing.
LOC-D018-0001,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and correlations.
LOC-D018-0002,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,3,,2. Experimental methods,,,,,,,"PDF p.3, Section 2.1",complete,verified,"Reactants, imaging, diagnostics and uncertainty."
LOC-D018-0003,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,3,,2.2 Testing conditions,,,,1,,,"PDF p.3, Table 1",complete,verified,Fifteen case conditions and surface tensions.
LOC-D018-0004,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,4,,2.2 Testing conditions,,,,,1-2,,"PDF p.4, Eqs. (1)-(2)",complete,verified,We/Oh and post-detonation reference-state definitions.
LOC-D018-0005,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,5,,3.1 Global observations,,4-6,,,,,"PDF pp.4-6, Section 3.1",complete,verified,KHI then coupled KHI-RTI breakup.
LOC-D018-0006,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,8,,3.2 Droplet deformation dynamics,,11-12,,,,,"PDF p.8, Figs.11-12",complete,verified,Cross-stream correlation and adverse pressure gradient.
LOC-D018-0007,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,10,,3.2 Droplet deformation dynamics,,13-14,,,8,,"PDF pp.9-10, Eq. (8), Figs.13-14",complete,verified,Displacement fit and drag coefficient.
LOC-D018-0008,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,10,,3.3 Droplet breakup dynamics,,15-16,,,,,"PDF p.10, Section 3.3, Figs.15-16",complete,verified,Breakup criterion and collapsed times.
LOC-D018-0009,D018,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,11,,4. Conclusions,,,,,10-11,,"PDF p.11, Eqs. (10)-(11), Conclusions",complete,verified,Correlations and limitations.
LOC-A026-0001,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and main findings.
LOC-A026-0002,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,3,,2.1 Optical engine and injection system,,,,1-2,,,"PDF p.3, Tables 1-2",complete,verified,"Engine, injector and operating conditions."
LOC-A026-0003,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,4,,2.2-2.3 Diagnostics and image processing,,,,3,,,"PDF p.4, Table 3",complete,verified,Dual-camera settings and limitations.
LOC-A026-0004,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,6,,3.1 Effect of hydrogen energy share,,3-8,,,,,"PDF pp.4-7, Section 3.1, Figs.3-8",complete,verified,Energy-share response.
LOC-A026-0005,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,10,,3.2 Effect of hydrogen injection timing,,9-13,,,,,"PDF pp.7-11, Section 3.2, Figs.9-13",complete,verified,Timing response and pilot dilution.
LOC-A026-0006,A026,02_PDF_Raw/A/A-H2-09_2025_Heaton_HydrogenInjectionTiming_EnergyProportion_Flame.pdf,12,,4. Conclusions,,,,,,,"PDF pp.11-13, Conclusions",complete,verified,Author conclusions.
LOC-A028-0001,A028,02_PDF_Raw/A/A-R-02_2021_Li_NumericalReview_HPDI_NaturalGas_Engines.pdf,4,,1. Introduction / review scope,,,,,,,"PDF p.4, review scope",complete,verified,Two-part framework.
LOC-A028-0002,A028,02_PDF_Raw/A/A-R-02_2021_Li_NumericalReview_HPDI_NaturalGas_Engines.pdf,5,,2.1-2.2 Underexpanded gas jets,,,,2-3,7-11,,"PDF pp.5-7, Sections 2.1-2.2, Tables 2-3",complete,verified,Penetration and Mach-disk model taxonomy.
LOC-A028-0003,A028,02_PDF_Raw/A/A-R-02_2021_Li_NumericalReview_HPDI_NaturalGas_Engines.pdf,15,,4. Challenges,,,,,,,"PDF p.15, Section 4",complete,verified,Accuracy/cost/model-transfer gaps.
LOC-A028-0004,A028,02_PDF_Raw/A/A-R-02_2021_Li_NumericalReview_HPDI_NaturalGas_Engines.pdf,16,,5. Conclusions and prospects,,,,,,,"PDF pp.15-17, Section 5",complete,verified,Review recommendations and limitations.
LOC-A029-0001,A029,02_PDF_Raw/A/A-R-03_2025_Li_DualFuel_DualDirectInjection_Review.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Review scope.
LOC-A029-0002,A029,02_PDF_Raw/A/A-R-03_2025_Li_DualFuel_DualDirectInjection_Review.pdf,13,,5. Diesel-hydrogen DFDI combustion,,,,,,,"PDF pp.13-14, Section 5",complete,verified,Hydrogen-specific synthesis and source pointers.
LOC-A029-0003,A029,02_PDF_Raw/A/A-R-03_2025_Li_DualFuel_DualDirectInjection_Review.pdf,21,,7. Conclusion and further recommendations,,,,,,,"PDF pp.21-22, Section 7",complete,verified,Review taxonomy and future gaps.
LOC-A030-0001,A030,02_PDF_Raw/A/A-R-04_2025_Rorimpandey_HydrogenDiesel_DI_Combustion_Review.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Review scope and key synthesis.
LOC-A030-0002,A030,02_PDF_Raw/A/A-R-04_2025_Rorimpandey_HydrogenDiesel_DI_Combustion_Review.pdf,12,,3.2 Relative injection duration,,4-5,,,,,"PDF p.12, Section 3.2, Figs.4-5",complete,verified,Momentum-balance and entrainment synthesis.
LOC-A030-0003,A030,02_PDF_Raw/A/A-R-04_2025_Rorimpandey_HydrogenDiesel_DI_Combustion_Review.pdf,13,,3.3 Jet interaction angle,,6,,,,,"PDF pp.12-13, Section 3.3, Fig.6",complete,verified,Diverging/parallel/converging taxonomy.
LOC-A030-0004,A030,02_PDF_Raw/A/A-R-04_2025_Rorimpandey_HydrogenDiesel_DI_Combustion_Review.pdf,17,,4. Challenges and opportunities,,,,,,,"PDF pp.17-18, Section 4",complete,verified,"Diagnostics, conditions and application gaps."
LOC-A030-0005,A030,02_PDF_Raw/A/A-R-04_2025_Rorimpandey_HydrogenDiesel_DI_Combustion_Review.pdf,18,,5. Conclusion,,,,,,,"PDF pp.18-19, Section 5",complete,verified,Mechanism synthesis.
LOC-A013-0001,A013,02_PDF_Raw/A/A-NG-13_2023_Rochussen_HeatRelease_Emissions_Stratified_PIDING.pdf,1,,Introduction,,,,,,,"PDF p.1, Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A013-0002,A013,02_PDF_Raw/A/A-NG-13_2023_Rochussen_HeatRelease_Emissions_Stratified_PIDING.pdf,17,,Conclusions,,,,,,,"PDF p.17, Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A014-0001,A014,02_PDF_Raw/A/A-NG-14_2023_Rochussen_Optical_StratifiedPremixed_NGDI_Combustion.pdf,1,,Introduction,,,,,,,"PDF p.1, Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A014-0002,A014,02_PDF_Raw/A/A-NG-14_2023_Rochussen_Optical_StratifiedPremixed_NGDI_Combustion.pdf,19,,Conclusions,,,,,,,"PDF p.19, Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A018-0001,A018,02_PDF_Raw/A/A-H2-01_2021_Liu_Performance_Emissions_H2DDI.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A018-0002,A018,02_PDF_Raw/A/A-H2-01_2021_Liu_Performance_Emissions_H2DDI.pdf,11,,Conclusions,,,,,,,"PDF p.11, Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A021-0001,A021,02_PDF_Raw/A/A-H2-04_2024_Rorimpandey_EnergyShare_AmbientOxygen_H2DDI.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A021-0002,A021,02_PDF_Raw/A/A-H2-04_2024_Rorimpandey_EnergyShare_AmbientOxygen_H2DDI.pdf,14,,Appendix A. Supplementary data,,,,,,,"PDF p.14, Appendix A. Supplementary data",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A021-0003,A021,02_PDF_Raw/A/A-H2-04_2024_Rorimpandey_EnergyShare_AmbientOxygen_H2DDI.pdf,13,,3. Results and discussion,,,,,,,"PDF p.13, 3. Results and discussion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A024-0001,A024,02_PDF_Raw/A/A-H2-07_2024_Ramsay_HeavyDuty_DieselHydrogen_HPDI_Modeling.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A024-0002,A024,02_PDF_Raw/A/A-H2-07_2024_Ramsay_HeavyDuty_DieselHydrogen_HPDI_Modeling.pdf,21,,references,,,,,,,"PDF p.21, references",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A025-0001,A025,02_PDF_Raw/A/A-H2-08_2024_Lucchini_H2DDI_FGM_TransportedPDF.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A025-0002,A025,02_PDF_Raw/A/A-H2-08_2024_Lucchini_H2DDI_FGM_TransportedPDF.pdf,6,,References,,,,,,,"PDF p.6, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B002-0001,B002,02_PDF_Raw/B/B-T-02_2012_Papanikolaou_NotionalNozzle_Underexpanded_HydrogenJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B002-0002,B002,02_PDF_Raw/B/B-T-02_2012_Papanikolaou_NotionalNozzle_Underexpanded_HydrogenJets.pdf,10,,7. Conclusions,,,,,,,"PDF p.10, 7. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B003-0001,B003,02_PDF_Raw/B/B-T-03_2013_Vuorinen_LES_HighlyUnderexpanded_TransientGasJets.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B003-0002,B003,02_PDF_Raw/B/B-T-03_2013_Vuorinen_LES_HighlyUnderexpanded_TransientGasJets.pdf,2,,Front matter and abstract,,,,,,,"PDF p.2, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B005-0001,B005,02_PDF_Raw/B/B-T-05_2023_Duronio_UnderexpandedJets_AdvancedPropulsion_Review.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B005-0002,B005,02_PDF_Raw/B/B-T-05_2023_Duronio_UnderexpandedJets_AdvancedPropulsion_Review.pdf,15,,6. Conclusions,,,,,,,"PDF p.15, 6. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B007-0001,B007,02_PDF_Raw/B/B-H2-02_2012_Ruggles_Ignitability_Mixing_Underexpanded_HydrogenJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B007-0002,B007,02_PDF_Raw/B/B-H2-02_2012_Ruggles_Ignitability_Mixing_Underexpanded_HydrogenJets.pdf,2,,modeling. Traditional RANS calculations struggle to reconcile,,,,,,,"PDF p.2, modeling. Traditional RANS calculations struggle to reconcile",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B012-0001,B012,02_PDF_Raw/B/B-H2-07_2016_Hamzehloo_Transient_UnderexpandedJets_AMR.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B012-0002,B012,02_PDF_Raw/B/B-H2-07_2016_Hamzehloo_Transient_UnderexpandedJets_AMR.pdf,17,,4. Conclusions,,,,,,,"PDF p.17, 4. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
