paper_id,source_record_id,reading_tier,case_id,condition_id,time_or_stage,spatial_location,parameter_group,parameter_name,reported_value,reported_unit,normalized_value,normalized_unit,value_status,definition,source_location,source_type,extraction_status,verification_status,notes,parameter_record_id,context_id,parameter_role,parameter_context,reference_frame,state_qualifier,event_id,interval_id,history_id,ratio_id,dimensionless_definition_id,process_relation_id,source_locator_id,sign_convention,missing_reason,schema_version
A020,A-H2-03,tier1,ALL,ALL,,,injection_conditions,injection_pressure,H2 reservoir 20; n-heptane rail 70,MPa,,,reported,Fuel-specific upstream/reservoir pressures,"PDF p.3, Table 2",text,complete,verified,,PAR-A020-0005,CTX-A020-ALL,operating_condition,,,,,,,,,,LOC-A020-0003,,,1.1
A020,A-H2-03,tier1,ALL,ALL,,,injection_conditions,injection_duration,H2 3.3; n-heptane 0.7,ms,,,reported,Hydraulic injection durations,"PDF p.3, Table 2",text,complete,verified,,PAR-A020-0006,CTX-A020-ALL,operating_condition,,,,,,,,,,LOC-A020-0003,,,1.1
A020,A-H2-03,tier1,ALL,ALL,,,study_context,geometry_type,Converging axes; 12°; intersect at 57.2 mm; overlap from ~28 mm,,,,reported,Injector/jet interaction geometry,"PDF p.4, Injection settings",text,complete,verified,,PAR-A020-0007,CTX-A020-ALL,descriptive_state,,,,,,,,,,LOC-A020-0004,,,1.1
A020,A-H2-03,tier1,ALL,ALL,,,shock_structure,shock_Mach_number,NA,,,,NA,No imposed shock,"PDF p.1, study configuration",text,complete,verified,,PAR-A020-0008,CTX-A020-ALL,operating_condition,unknown,NV,,,,,,DIM-A020-001,,LOC-A020-0005,,Parameter is not physically or methodologically applicable: No imposed shock,1.1
A020,A-H2-03,tier1,A020-C01,A020-C01,SOI-to-SOI dwell,,injection_conditions,injection_duration,0.07,ms,7.000000000000001e-05,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0009,CTX-A020-A020-C01,operating_condition,,,,EVT-A020-002,INT-A020-001,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C01,A020-C01,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0010,CTX-A020-A020-C01,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C01,A020-C01,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0011,CTX-A020-A020-C01,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C02,A020-C02,SOI-to-SOI dwell,,injection_conditions,injection_duration,0.93,ms,0.00093,s,reported,Actual-SOI separation; sequence=pilot then H2,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0012,CTX-A020-A020-C02,operating_condition,,,,EVT-A020-004,INT-A020-002,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C02,A020-C02,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0013,CTX-A020-A020-C02,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C02,A020-C02,,,ignition_combustion,gas_jet_pilot_interaction,pilot then H2,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0014,CTX-A020-A020-C02,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C03,A020-C03,SOI-to-SOI dwell,,injection_conditions,injection_duration,1.93,ms,0.0019299999999999999,s,reported,Actual-SOI separation; sequence=pilot then H2,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0015,CTX-A020-A020-C03,operating_condition,,,,EVT-A020-006,INT-A020-003,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C03,A020-C03,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0016,CTX-A020-A020-C03,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C03,A020-C03,,,ignition_combustion,gas_jet_pilot_interaction,pilot then H2,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0017,CTX-A020-A020-C03,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C04,A020-C04,SOI-to-SOI dwell,,injection_conditions,injection_duration,2.93,ms,0.0029300000000000003,s,reported,Actual-SOI separation; sequence=pilot then H2,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0018,CTX-A020-A020-C04,operating_condition,,,,EVT-A020-008,INT-A020-004,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C04,A020-C04,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0019,CTX-A020-A020-C04,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C04,A020-C04,,,ignition_combustion,gas_jet_pilot_interaction,pilot then H2,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0020,CTX-A020-A020-C04,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C05,A020-C05,SOI-to-SOI dwell,,injection_conditions,injection_duration,1.07,ms,0.00107,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0021,CTX-A020-A020-C05,operating_condition,,,,EVT-A020-010,INT-A020-005,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C05,A020-C05,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0022,CTX-A020-A020-C05,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C05,A020-C05,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0023,CTX-A020-A020-C05,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C06,A020-C06,SOI-to-SOI dwell,,injection_conditions,injection_duration,2.07,ms,0.00207,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0024,CTX-A020-A020-C06,operating_condition,,,,EVT-A020-012,INT-A020-006,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C06,A020-C06,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0025,CTX-A020-A020-C06,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C06,A020-C06,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0026,CTX-A020-A020-C06,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C07,A020-C07,SOI-to-SOI dwell,,injection_conditions,injection_duration,3.07,ms,0.00307,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0027,CTX-A020-A020-C07,operating_condition,,,,EVT-A020-014,INT-A020-007,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C07,A020-C07,,,ambient_conditions,ambient_temperature,890,K,890,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0028,CTX-A020-A020-C07,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C07,A020-C07,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0029,CTX-A020-A020-C07,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C08,A020-C08,SOI-to-SOI dwell,,injection_conditions,injection_duration,0.07,ms,7.000000000000001e-05,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0030,CTX-A020-A020-C08,operating_condition,,,,EVT-A020-016,INT-A020-008,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C08,A020-C08,,,ambient_conditions,ambient_temperature,820,K,820,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0031,CTX-A020-A020-C08,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C08,A020-C08,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0032,CTX-A020-A020-C08,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A020,A-H2-03,tier1,A020-C09,A020-C09,SOI-to-SOI dwell,,injection_conditions,injection_duration,0.07,ms,7.000000000000001e-05,s,reported,Actual-SOI separation; sequence=H2 then pilot,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0033,CTX-A020-A020-C09,operating_condition,,,,EVT-A020-018,INT-A020-009,,,,,LOC-A020-0006,positive = target SOI occurs after reference SOI,,1.1
A020,A-H2-03,tier1,A020-C09,A020-C09,,,ambient_conditions,ambient_temperature,780,K,780,K,reported,CVCC core temperature,"PDF p.4, Table 3",text,complete,verified,,PAR-A020-0034,CTX-A020-A020-C09,operating_condition,,,,,,,,,,LOC-A020-0006,,,1.1
A020,A-H2-03,tier1,A020-C09,A020-C09,,,ignition_combustion,gas_jet_pilot_interaction,H2 then pilot,,,,reported,Injection sequence and interacting-fuel order,"PDF p.7, definitions",text,complete,verified,,PAR-A020-0035,CTX-A020-A020-C09,measured_output,,,,,,,,,PROC-A020-001,LOC-A020-0007,,,1.1
A022,A-H2-05,tier1,ALL,ALL,,,study_context,study_type,experimental,,,,reported,CVCC experiment with schlieren and pressure-derived AHRR; H2 and n-heptane single-hole jets.,"PDF p.1, Abstract",text,complete,verified,,PAR-A022-0001,CTX-A022-ALL,classification,,,,,,,,,,LOC-A022-0001,,,1.1
A022,A-H2-05,tier1,ALL,ALL,,,study_context,application_context,Interaction-angle/jet-geometry and relative-momentum schema benchmark.,,,,reported,Pilot-role context,"PDF p.1, Abstract",text,complete,verified,,PAR-A022-0002,CTX-A022-ALL,descriptive_state,,,,,,,,,,LOC-A022-0001,,,1.1
A022,A-H2-05,tier1,ALL,ALL,,,injector_nozzle,nozzle_diameter,H2 0.51; n-heptane 0.105,mm,,,reported,Fuel-specific nozzle diameters,"PDF p.4, Table 2",text,complete,verified,,PAR-A022-0003,CTX-A022-ALL,operating_condition,,,,,,,,,,LOC-A022-0002,,,1.1
A022,A-H2-05,tier1,ALL,ALL,,,injection_conditions,injection_duration,H2 4.7; n-heptane 0.6,ms,,,reported,Hydraulic durations in main angle/O2 set,"PDF p.4, Table 2",text,complete,verified,,PAR-A022-0004,CTX-A022-ALL,operating_condition,,,,,,,,,,LOC-A022-0002,,,1.1
A022,A-H2-05,tier1,ALL,ALL,signed H2-to-pilot SOI interval,,injection_conditions,injection_duration,0.6,ms,0.0006,s,reported,Pilot SOI after H2 SOI,"PDF p.4, injection conditions",text,complete,verified,,PAR-A022-0005,CTX-A022-ALL,operating_condition,,,,EVT-A022-002,INT-A022-001,,,,,LOC-A022-0003,positive = pilot SOI occurs after hydrogen SOI,,1.1
A022,A-H2-05,tier1,ALL,ALL,,,mixing,mixing_rate,NR,,,,NR,Numeric relative jet momentum/mixing rate not reported,"PDF p.12, Sec. 3.4",text,complete,verified,,PAR-A022-0006,CTX-A022-ALL,measured_output,,,,,,,,,PROC-A022-001,LOC-A022-0004,,Checked source does not report the requested quantity: Numeric relative jet momentum/mixing rate not reported,1.1
A022,A-H2-05,tier1,ALL,ALL,,,shock_structure,shock_Mach_number,NA,,,,NA,No imposed shock,"PDF p.1, study configuration",text,complete,verified,,PAR-A022-0007,CTX-A022-ALL,operating_condition,unknown,NV,,,,,,DIM-A022-001,,LOC-A022-0005,,Parameter is not physically or methodologically applicable: No imposed shock,1.1
A022,A-H2-05,tier1,A022-C01,A022-C01,,,study_context,geometry_type,converging interaction angle 12°,,,,reported,Jet-axis interaction angle,"PDF p.3, Fig. 2 and Table 2",text,complete,verified,,PAR-A022-0008,CTX-A022-A022-C01,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A022-0006,,,1.1
A022,A-H2-05,tier1,A022-C01,A022-C01,,,ambient_conditions,ambient_oxygen_fraction,15,vol%,0.15,fraction,reported,Post-preburn ambient oxygen volume fraction,"PDF p.3, Table 1",text,complete,verified,,PAR-A022-0009,CTX-A022-A022-C01,operating_condition,,,,,,,,,,LOC-A022-0007,,,1.1
A022,A-H2-05,tier1,A022-C01,A022-C01,,,mixing,entrainment,21,mm,0.021,m,reported,Predicted distance from H2 nozzle where jet cones begin to overlap,"PDF p.4, injection conditions",text,complete,verified,,PAR-A022-0010,CTX-A022-A022-C01,measured_output,jet_overlap,,,,,,,,PROC-A022-001,LOC-A022-0003,,,1.1
A022,A-H2-05,tier1,A022-C02,A022-C02,,,study_context,geometry_type,converging interaction angle 15°,,,,reported,Jet-axis interaction angle,"PDF p.3, Fig. 2 and Table 2",text,complete,verified,,PAR-A022-0011,CTX-A022-A022-C02,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A022-0006,,,1.1
A022,A-H2-05,tier1,A022-C02,A022-C02,,,ambient_conditions,ambient_oxygen_fraction,15,vol%,0.15,fraction,reported,Post-preburn ambient oxygen volume fraction,"PDF p.3, Table 1",text,complete,verified,,PAR-A022-0012,CTX-A022-A022-C02,operating_condition,,,,,,,,,,LOC-A022-0007,,,1.1
A022,A-H2-05,tier1,A022-C02,A022-C02,,,mixing,entrainment,17,mm,0.017,m,reported,Predicted distance from H2 nozzle where jet cones begin to overlap,"PDF p.4, injection conditions",text,complete,verified,,PAR-A022-0013,CTX-A022-A022-C02,measured_output,jet_overlap,,,,,,,,PROC-A022-001,LOC-A022-0003,,,1.1
A022,A-H2-05,tier1,A022-C03,A022-C03,,,study_context,geometry_type,converging interaction angle 19°,,,,reported,Jet-axis interaction angle,"PDF p.3, Fig. 2 and Table 2",text,complete,verified,,PAR-A022-0014,CTX-A022-A022-C03,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A022-0006,,,1.1
A022,A-H2-05,tier1,A022-C03,A022-C03,,,ambient_conditions,ambient_oxygen_fraction,15,vol%,0.15,fraction,reported,Post-preburn ambient oxygen volume fraction,"PDF p.3, Table 1",text,complete,verified,,PAR-A022-0015,CTX-A022-A022-C03,operating_condition,,,,,,,,,,LOC-A022-0007,,,1.1
A022,A-H2-05,tier1,A022-C03,A022-C03,,,mixing,entrainment,13,mm,0.013,m,reported,Predicted distance from H2 nozzle where jet cones begin to overlap,"PDF p.4, injection conditions",text,complete,verified,,PAR-A022-0016,CTX-A022-A022-C03,measured_output,jet_overlap,,,,,,,,PROC-A022-001,LOC-A022-0003,,,1.1
A022,A-H2-05,tier1,A022-C04,A022-C04,,,study_context,geometry_type,converging interaction angle 15°,,,,reported,Jet-axis interaction angle,"PDF p.3, Fig. 2 and Table 2",text,complete,verified,,PAR-A022-0017,CTX-A022-A022-C04,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A022-0006,,,1.1
A022,A-H2-05,tier1,A022-C04,A022-C04,,,ambient_conditions,ambient_oxygen_fraction,21,vol%,0.21,fraction,reported,Post-preburn ambient oxygen volume fraction,"PDF p.3, Table 1",text,complete,verified,,PAR-A022-0018,CTX-A022-A022-C04,operating_condition,,,,,,,,,,LOC-A022-0007,,,1.1
A022,A-H2-05,tier1,A022-C05,A022-C05,,,study_context,geometry_type,converging interaction angle 15°,,,,reported,Jet-axis interaction angle,"PDF p.3, Fig. 2 and Table 2",text,complete,verified,,PAR-A022-0019,CTX-A022-A022-C05,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A022-0006,,,1.1
A022,A-H2-05,tier1,A022-C05,A022-C05,,,ambient_conditions,ambient_oxygen_fraction,10,vol%,0.1,fraction,reported,Post-preburn ambient oxygen volume fraction,"PDF p.3, Table 1",text,complete,verified,,PAR-A022-0020,CTX-A022-A022-C05,operating_condition,,,,,,,,,,LOC-A022-0007,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,study_context,study_type,numerical,,,,reported,3D engine LES in CONVERGE with DMD and detailed chemistry; auxiliary CHEMKIN pathway calculations.,"PDF p.1, Abstract",text,complete,verified,,PAR-A016-0001,CTX-A016-ALL,classification,,,,,,,,,,LOC-A016-0001,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,study_context,application_context,LES evidence-chain test from jet interaction through vortex/heat/radical transport to ignition and combustion.,,,,reported,Pilot-role context,"PDF p.1, Abstract",text,complete,verified,,PAR-A016-0002,CTX-A016-ALL,descriptive_state,,,,,,,,,,LOC-A016-0001,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,injection_conditions,injection_pressure,diesel 30; natural gas 28,MPa,,,reported,Fuel-specific HPDI pressures,"PDF p.4, CFD model",text,complete,verified,,PAR-A016-0003,CTX-A016-ALL,boundary_condition,,,,,,,,,,LOC-A016-0002,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,numerical_method,numerical_scheme,LES dynamic-structure + SAGE detailed chemistry + DMD,,,,reported,3D CFD and modal-analysis framework,"PDF p.3, model",text,complete,verified,,PAR-A016-0004,CTX-A016-ALL,model_input,,,,,,,,,,LOC-A016-0003,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,ignition_combustion,combustion_mode,pilot-ignited nonpremixed dual-fuel,,,,reported,Diesel pilot initiates methane combustion,"PDF p.4, model",text,complete,verified,,PAR-A016-0005,CTX-A016-ALL,descriptive_state,,,,,,,,,PROC-A016-001,LOC-A016-0004,,,1.1
A016,A-NG-16,tier1,ALL,ALL,,,shock_structure,shock_Mach_number,NA,,,,NA,No imposed shock,"PDF p.1, study configuration",text,complete,verified,,PAR-A016-0006,CTX-A016-ALL,operating_condition,unknown,NV,,,,,,DIM-A016-001,,LOC-A016-0005,,Parameter is not physically or methodologically applicable: No imposed shock,1.1
A016,A-NG-16,tier1,A016-C01,A016-C01,,,study_context,geometry_type,intersection angle β=4°,,,,reported,β=natural-gas angle minus diesel angle,"PDF p.9, Table 5",text,complete,verified,,PAR-A016-0007,CTX-A016-A016-C01,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A016-0006,,,1.1
A016,A-NG-16,tier1,A016-C01,A016-C01,,,mixing,entrainment,qualitative vortex entrainment,,,,reported,DMD-resolved interaction of methane jet with diesel active products,"PDF p.9, Figs. 15–17",text,complete,verified,,PAR-A016-0008,CTX-A016-A016-C01,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0007,,,1.1
A016,A-NG-16,tier1,A016-C02,A016-C02,,,study_context,geometry_type,intersection angle β=2°,,,,reported,β=natural-gas angle minus diesel angle,"PDF p.9, Table 5",text,complete,verified,,PAR-A016-0009,CTX-A016-A016-C02,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A016-0006,,,1.1
A016,A-NG-16,tier1,A016-C02,A016-C02,,,mixing,entrainment,qualitative vortex entrainment,,,,reported,DMD-resolved interaction of methane jet with diesel active products,"PDF p.9, Figs. 15–17",text,complete,verified,,PAR-A016-0010,CTX-A016-A016-C02,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0007,,,1.1
A016,A-NG-16,tier1,A016-C03,A016-C03,,,study_context,geometry_type,intersection angle β=0°,,,,reported,β=natural-gas angle minus diesel angle,"PDF p.9, Table 5",text,complete,verified,,PAR-A016-0011,CTX-A016-A016-C03,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A016-0006,,,1.1
A016,A-NG-16,tier1,A016-C03,A016-C03,,,mixing,entrainment,qualitative vortex entrainment,,,,reported,DMD-resolved interaction of methane jet with diesel active products,"PDF p.9, Figs. 15–17",text,complete,verified,,PAR-A016-0012,CTX-A016-A016-C03,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0007,,,1.1
A016,A-NG-16,tier1,A016-C04,A016-C04,,,study_context,geometry_type,intersection angle β=-2°,,,,reported,β=natural-gas angle minus diesel angle,"PDF p.9, Table 5",text,complete,verified,,PAR-A016-0013,CTX-A016-A016-C04,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A016-0006,,,1.1
A016,A-NG-16,tier1,A016-C04,A016-C04,,,mixing,entrainment,qualitative vortex entrainment,,,,reported,DMD-resolved interaction of methane jet with diesel active products,"PDF p.9, Figs. 15–17",text,complete,verified,,PAR-A016-0014,CTX-A016-A016-C04,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0007,,,1.1
A016,A-NG-16,tier1,A016-C05,A016-C05,,,study_context,geometry_type,intersection angle β=-4°,,,,reported,β=natural-gas angle minus diesel angle,"PDF p.9, Table 5",text,complete,verified,,PAR-A016-0015,CTX-A016-A016-C05,descriptive_state,jet_interaction_geometry,,,,,,,,,LOC-A016-0006,,,1.1
A016,A-NG-16,tier1,A016-C05,A016-C05,,,mixing,entrainment,qualitative vortex entrainment,,,,reported,DMD-resolved interaction of methane jet with diesel active products,"PDF p.9, Figs. 15–17",text,complete,verified,,PAR-A016-0016,CTX-A016-A016-C05,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0007,,,1.1
A016,A-NG-16,tier1,A016-C02,A016-C02,,,ignition_combustion,combustion_phasing,β=2° optimum at tested point,,,,reported,Reported operating-point-specific optimum,"PDF p.12, Conclusions",text,complete,verified,,PAR-A016-0017,CTX-A016-A016-C02,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0008,,,1.1
A016,A-NG-16,tier1,A016-C02,A016-C02,,,ignition_combustion,heat_release_rate,CO reduced 44.9%,,,,reported,Reported combustion/emission consequence,"PDF p.12, Conclusions",text,complete,verified,,PAR-A016-0018,CTX-A016-A016-C02,simulated_output,,,,,,,,,PROC-A016-001,LOC-A016-0008,,,1.1
D009,D-RDE-04,tier1,ALL,ALL,,,study_context,study_type,mixed,,,,reported,Analytical stability criterion plus 2D Eulerian–Lagrangian reactive simulations of kerosene droplets and hot air.,"PDF p.1, Abstract",text,complete,verified,,PAR-D009-0001,CTX-D009-ALL,classification,,,,,,,,,,LOC-D009-0001,,,1.1
D009,D-RDE-04,tier1,ALL,ALL,,,study_context,application_context,RDE characteristic-scale ratio and propagation-stability benchmark.,,,,reported,Pilot-role context,"PDF p.1, Abstract",text,complete,verified,,PAR-D009-0002,CTX-D009-ALL,descriptive_state,,,,,,,,,,LOC-D009-0001,,,1.1
D009,D-RDE-04,tier1,ALL,ALL,,,rde_detonation,droplet_detonation_interaction,Δ=L_E/L_D,,,,reported,Evaporation distance divided by detonation-front height,"PDF p.3, Eq. 6",equation,complete,verified,,PAR-D009-0003,CTX-D009-ALL,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0002,,,1.1
D009,D-RDE-04,tier1,ALL,ALL,,,dimensionless_numbers,reported_value,Δ=(κ/(L_y/u_D)) d0²,,,,reported,Author analytical relation under stated assumptions,"PDF p.3, Eq. 10",equation,complete,verified,,PAR-D009-0004,CTX-D009-ALL,reported_correlation,,,,,,,,,,LOC-D009-0003,,,1.1
D009,D-RDE-04,tier1,ALL,ALL,,,spray_initial,volume_fraction,<1.26×10^-4,,,,reported,Dilute-phase assumption,"PDF p.2, assumptions",text,complete,verified,,PAR-D009-0005,CTX-D009-ALL,initial_condition,,,,,,,,,,LOC-D009-0004,,,1.1
D009,D-RDE-04,tier1,D009-B2,D009-B2,,,droplet_initial,droplet_diameter_initial,2,μm,2e-06,m,reported,Uniform initial droplet diameter,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0006,CTX-D009-D009-B2,initial_condition,,,,,,,,,,LOC-D009-0005,,,1.1
D009,D-RDE-04,tier1,D009-B2,D009-B2,,,mixing,equivalence_ratio,0,,,,reported,Pre-evaporation equivalence ratio φ_pre,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0007,CTX-D009-D009-B2,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0005,,,1.1
D009,D-RDE-04,tier1,D009-B2,D009-B2,,,rde_detonation,L_E_over_L_D,0.13,,,,reported,Droplet evaporation distance divided by detonation height,"PDF p.12, Table 3",text,complete,verified,Parameter name is a Pilot schema gap.,PAR-D009-0008,CTX-D009-D009-B2,measured_output,rde_characteristic_scale,,,,,,RATIO-D009-001,,PROC-D009-001,LOC-D009-0006,,,1.1
D009,D-RDE-04,tier1,D009-B2,D009-B2,,,rde_detonation,detonation_wave_velocity,1728,m/s,1728,m/s,reported,Mean rotating-detonation wave velocity,"PDF p.12, Tables 3–4",text,complete,verified,,PAR-D009-0009,CTX-D009-D009-B2,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0007,,,1.1
D009,D-RDE-04,tier1,D009-B3,D009-B3,,,droplet_initial,droplet_diameter_initial,3,μm,3e-06,m,reported,Uniform initial droplet diameter,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0010,CTX-D009-D009-B3,initial_condition,,,,,,,,,,LOC-D009-0005,,,1.1
D009,D-RDE-04,tier1,D009-B3,D009-B3,,,mixing,equivalence_ratio,0,,,,reported,Pre-evaporation equivalence ratio φ_pre,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0011,CTX-D009-D009-B3,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0005,,,1.1
D009,D-RDE-04,tier1,D009-B3,D009-B3,,,rde_detonation,L_E_over_L_D,0.31,,,,reported,Droplet evaporation distance divided by detonation height,"PDF p.12, Table 3",text,complete,verified,Parameter name is a Pilot schema gap.,PAR-D009-0012,CTX-D009-D009-B3,measured_output,rde_characteristic_scale,,,,,,RATIO-D009-002,,PROC-D009-001,LOC-D009-0006,,,1.1
D009,D-RDE-04,tier1,D009-B3,D009-B3,,,rde_detonation,detonation_wave_velocity,1696,m/s,1696,m/s,reported,Mean rotating-detonation wave velocity,"PDF p.12, Tables 3–4",text,complete,verified,,PAR-D009-0013,CTX-D009-D009-B3,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0007,,,1.1
D009,D-RDE-04,tier1,D009-B4,D009-B4,,,droplet_initial,droplet_diameter_initial,4,μm,4e-06,m,reported,Uniform initial droplet diameter,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0014,CTX-D009-D009-B4,initial_condition,,,,,,,,,,LOC-D009-0005,,,1.1
D009,D-RDE-04,tier1,D009-B4,D009-B4,,,mixing,equivalence_ratio,0,,,,reported,Pre-evaporation equivalence ratio φ_pre,"PDF p.10, Table 2",text,complete,verified,,PAR-D009-0015,CTX-D009-D009-B4,measured_output,,,,,,,,,PROC-D009-001,LOC-D009-0005,,,1.1
